runname=input_Earth1.6_cmf0.05 
layers_found=[silicate,iron] 
phases_found=[pd,pv,ppv,liquid] 
ir_comp_layer=[0,9267] 
ir_phase_layer=[0,914,4228] 
glob_variab=[[128000000000.0, 4.2, 0.99, 2.1, 2e-05, 3, 3516.34, 1.3504217144418177e-05, 0.7520431961981274, 212401581231.49298, 217233404583.54584, 1, 1, 0, 1265.0],[169650000000.0, 4, 1, 1.4, 2e-05, 3, 3868.6235, 6.752579005160238e-06, 0.6024742873203428, 564306625972.1136, 570449915902.4921, 1, 1, 0, 1265.0],[324500000000.0, 3.3, 1.48, 1.4, 2e-05, 2.1, 4260.0, 5.347798558293684e-06, 0.7997042474303777, 1074018368626.9144, 1088191890205.4612, 1, 1, 0, 1265.0],[145520000000.0, 4.125, 2.1664000000000003, 0.644, 4e-05, 3, 6129.200000000001, 3.818607950623138e-06, 1.3084146286619651, 1482398616322.5234, 1527328601301.2651, 7.4366550894550985, 2070246.6287796963, 1, 840.0]] 
i_g_change=11453 
i,r,rho,m,g,P,T,alpha,gamma,T_melt_Fe,Kt,Ks 
150,7528962.344814,3606.275570,9.323372e+24,10.977266,3.536276e+09,2049.299573,1.854069e-05,0.938863,nan,1.471291e+11,1.420614e+11 
151,7528363.604470,3606.856447,9.321834e+24,10.977201,3.559980e+09,2049.609427,1.853173e-05,0.938546,nan,1.472218e+11,1.421542e+11 
152,7527764.864126,3607.437141,9.320296e+24,10.977136,3.583688e+09,2049.919076,1.852278e-05,0.938228,nan,1.473146e+11,1.422471e+11 
153,7527166.123782,3608.017653,9.318758e+24,10.977070,3.607399e+09,2050.228520,1.851384e-05,0.937911,nan,1.474073e+11,1.423399e+11 
154,7526567.383438,3608.597983,9.317220e+24,10.977005,3.631114e+09,2050.537760,1.850491e-05,0.937595,nan,1.475001e+11,1.424327e+11 
155,7525968.643094,3609.178132,9.315682e+24,10.976939,3.654833e+09,2050.846795,1.849599e-05,0.937278,nan,1.475928e+11,1.425256e+11 
156,7525369.902750,3609.758099,9.314144e+24,10.976873,3.678556e+09,2051.155626,1.848708e-05,0.936962,nan,1.476856e+11,1.426184e+11 
157,7524771.162406,3610.337884,9.312606e+24,10.976807,3.702282e+09,2051.464254,1.847817e-05,0.936646,nan,1.477783e+11,1.427112e+11 
158,7524172.422062,3610.917489,9.311068e+24,10.976741,3.726012e+09,2051.772678,1.846928e-05,0.936330,nan,1.478710e+11,1.428040e+11 
159,7523573.681718,3611.496913,9.309530e+24,10.976675,3.749746e+09,2052.080898,1.846039e-05,0.936015,nan,1.479637e+11,1.428968e+11 
160,7522974.941374,3612.076156,9.307992e+24,10.976608,3.773483e+09,2052.388916,1.845151e-05,0.935700,nan,1.480564e+11,1.429897e+11 
161,7522376.201030,3612.655218,9.306453e+24,10.976541,3.797224e+09,2052.696731,1.844264e-05,0.935385,nan,1.481492e+11,1.430825e+11 
162,7521777.460686,3613.234101,9.304915e+24,10.976475,3.820968e+09,2053.004343,1.843377e-05,0.935070,nan,1.482419e+11,1.431753e+11 
163,7521178.720343,3613.812803,9.303377e+24,10.976407,3.844716e+09,2053.311753,1.842492e-05,0.934756,nan,1.483346e+11,1.432681e+11 
164,7520579.979999,3614.391325,9.301839e+24,10.976340,3.868468e+09,2053.618961,1.841607e-05,0.934442,nan,1.484273e+11,1.433609e+11 
165,7519981.239655,3614.969668,9.300301e+24,10.976273,3.892224e+09,2053.925967,1.840724e-05,0.934128,nan,1.485200e+11,1.434537e+11 
166,7519382.499311,3615.547831,9.298763e+24,10.976205,3.915983e+09,2054.232771,1.839841e-05,0.933814,nan,1.486127e+11,1.435465e+11 
167,7518783.758967,3616.125815,9.297225e+24,10.976138,3.939746e+09,2054.539374,1.838959e-05,0.933501,nan,1.487053e+11,1.436392e+11 
168,7518185.018623,3616.703621,9.295687e+24,10.976070,3.963512e+09,2054.845776,1.838077e-05,0.933187,nan,1.487980e+11,1.437320e+11 
169,7517586.278279,3617.281247,9.294149e+24,10.976002,3.987282e+09,2055.151977,1.837197e-05,0.932874,nan,1.488907e+11,1.438248e+11 
170,7516987.537935,3617.858694,9.292610e+24,10.975934,4.011056e+09,2055.457978,1.836318e-05,0.932562,nan,1.489834e+11,1.439176e+11 
171,7516388.797591,3618.435963,9.291072e+24,10.975866,4.034834e+09,2055.763778,1.835439e-05,0.932249,nan,1.490761e+11,1.440104e+11 
172,7515790.057247,3619.013054,9.289534e+24,10.975797,4.058615e+09,2056.069378,1.834561e-05,0.931937,nan,1.491687e+11,1.441031e+11 
173,7515191.316903,3619.589967,9.287996e+24,10.975728,4.082400e+09,2056.374779,1.833684e-05,0.931625,nan,1.492614e+11,1.441959e+11 
174,7514592.576559,3620.166702,9.286458e+24,10.975660,4.106188e+09,2056.679979,1.832808e-05,0.931314,nan,1.493540e+11,1.442887e+11 
175,7513993.836215,3620.743259,9.284920e+24,10.975591,4.129980e+09,2056.984980,1.831932e-05,0.931002,nan,1.494467e+11,1.443814e+11 
176,7513395.095871,3621.319639,9.283382e+24,10.975522,4.153775e+09,2057.289782,1.831058e-05,0.930691,nan,1.495394e+11,1.444742e+11 
177,7512796.355527,3621.895841,9.281844e+24,10.975452,4.177575e+09,2057.594386,1.830184e-05,0.930380,nan,1.496320e+11,1.445669e+11 
178,7512197.615183,3622.471867,9.280306e+24,10.975383,4.201378e+09,2057.898790,1.829311e-05,0.930070,nan,1.497246e+11,1.446597e+11 
179,7511598.874839,3623.047715,9.278767e+24,10.975313,4.225184e+09,2058.202996,1.828439e-05,0.929759,nan,1.498173e+11,1.447525e+11 
180,7511000.134495,3623.623387,9.277229e+24,10.975243,4.248994e+09,2058.507004,1.827567e-05,0.929449,nan,1.499099e+11,1.448452e+11 
181,7510401.394151,3624.198882,9.275691e+24,10.975174,4.272808e+09,2058.810814,1.826697e-05,0.929139,nan,1.500026e+11,1.449379e+11 
182,7509802.653807,3624.774201,9.274153e+24,10.975103,4.296626e+09,2059.114426,1.825827e-05,0.928829,nan,1.500952e+11,1.450307e+11 
183,7509203.913463,3625.349344,9.272615e+24,10.975033,4.320447e+09,2059.417841,1.824958e-05,0.928520,nan,1.501878e+11,1.451234e+11 
184,7508605.173119,3625.924312,9.271077e+24,10.974963,4.344271e+09,2059.721058,1.824090e-05,0.928211,nan,1.502804e+11,1.452162e+11 
185,7508006.432775,3626.499103,9.269539e+24,10.974892,4.368100e+09,2060.024079,1.823223e-05,0.927902,nan,1.503730e+11,1.453089e+11 
186,7507407.692431,3627.073719,9.268001e+24,10.974821,4.391932e+09,2060.326902,1.822357e-05,0.927593,nan,1.504657e+11,1.454016e+11 
187,7506808.952087,3627.648160,9.266463e+24,10.974751,4.415767e+09,2060.629529,1.821491e-05,0.927285,nan,1.505583e+11,1.454943e+11 
188,7506210.211743,3628.222425,9.264925e+24,10.974680,4.439606e+09,2060.931960,1.820627e-05,0.926977,nan,1.506509e+11,1.455871e+11 
189,7505611.471399,3628.796516,9.263386e+24,10.974608,4.463449e+09,2061.234195,1.819763e-05,0.926669,nan,1.507435e+11,1.456798e+11 
190,7505012.731055,3629.370432,9.261848e+24,10.974537,4.487296e+09,2061.536233,1.818899e-05,0.926361,nan,1.508361e+11,1.457725e+11 
191,7504413.990711,3629.944173,9.260310e+24,10.974465,4.511146e+09,2061.838077,1.818037e-05,0.926054,nan,1.509287e+11,1.458652e+11 
192,7503815.250367,3630.517740,9.258772e+24,10.974394,4.534999e+09,2062.139725,1.817176e-05,0.925746,nan,1.510212e+11,1.459579e+11 
193,7503216.510023,3631.091133,9.257234e+24,10.974322,4.558857e+09,2062.441177,1.816315e-05,0.925439,nan,1.511138e+11,1.460506e+11 
194,7502617.769679,3631.664351,9.255696e+24,10.974250,4.582717e+09,2062.742435,1.815455e-05,0.925133,nan,1.512064e+11,1.461433e+11 
195,7502019.029335,3632.237396,9.254158e+24,10.974178,4.606582e+09,2063.043498,1.814596e-05,0.924826,nan,1.512990e+11,1.462360e+11 
196,7501420.288991,3632.810268,9.252620e+24,10.974105,4.630450e+09,2063.344367,1.813737e-05,0.924520,nan,1.513916e+11,1.463287e+11 
197,7500821.548647,3633.382966,9.251082e+24,10.974033,4.654322e+09,2063.645041,1.812880e-05,0.924214,nan,1.514841e+11,1.464214e+11 
198,7500222.808303,3633.955491,9.249544e+24,10.973960,4.678197e+09,2063.945522,1.812023e-05,0.923908,nan,1.515767e+11,1.465141e+11 
199,7499624.067959,3634.527842,9.248006e+24,10.973888,4.702076e+09,2064.245809,1.811167e-05,0.923603,nan,1.516693e+11,1.466068e+11 
200,7499025.327615,3635.100021,9.246468e+24,10.973815,4.725958e+09,2064.545902,1.810312e-05,0.923297,nan,1.517618e+11,1.466995e+11 
201,7498426.587271,3635.672028,9.244929e+24,10.973741,4.749844e+09,2064.845802,1.809458e-05,0.922992,nan,1.518544e+11,1.467922e+11 
202,7497827.846927,3636.243862,9.243391e+24,10.973668,4.773734e+09,2065.145508,1.808604e-05,0.922688,nan,1.519469e+11,1.468849e+11 
203,7497229.106583,3636.815523,9.241853e+24,10.973595,4.797627e+09,2065.445022,1.807752e-05,0.922383,nan,1.520395e+11,1.469776e+11 
204,7496630.366239,3637.387013,9.240315e+24,10.973521,4.821524e+09,2065.744344,1.806900e-05,0.922079,nan,1.521320e+11,1.470702e+11 
205,7496031.625895,3637.958330,9.238777e+24,10.973447,4.845425e+09,2066.043473,1.806049e-05,0.921775,nan,1.522246e+11,1.471629e+11 
206,7495432.885552,3638.529476,9.237239e+24,10.973373,4.869329e+09,2066.342409,1.805198e-05,0.921471,nan,1.523171e+11,1.472556e+11 
207,7494834.145208,3639.100451,9.235701e+24,10.973299,4.893237e+09,2066.641154,1.804349e-05,0.921167,nan,1.524096e+11,1.473482e+11 
208,7494235.404864,3639.671254,9.234163e+24,10.973225,4.917148e+09,2066.939707,1.803500e-05,0.920864,nan,1.525022e+11,1.474409e+11 
209,7493636.664520,3640.241886,9.232625e+24,10.973151,4.941063e+09,2067.238069,1.802652e-05,0.920561,nan,1.525947e+11,1.475336e+11 
210,7493037.924176,3640.812347,9.231087e+24,10.973076,4.964981e+09,2067.536239,1.801805e-05,0.920258,nan,1.526872e+11,1.476262e+11 
211,7492439.183832,3641.382637,9.229549e+24,10.973002,4.988903e+09,2067.834219,1.800958e-05,0.919955,nan,1.527797e+11,1.477189e+11 
212,7491840.443488,3641.952756,9.228011e+24,10.972927,5.012829e+09,2068.132007,1.800113e-05,0.919653,nan,1.528722e+11,1.478115e+11 
213,7491241.703144,3642.522706,9.226473e+24,10.972852,5.036758e+09,2068.429605,1.799268e-05,0.919351,nan,1.529647e+11,1.479042e+11 
214,7490642.962800,3643.092485,9.224935e+24,10.972776,5.060691e+09,2068.727013,1.798424e-05,0.919049,nan,1.530572e+11,1.479968e+11 
215,7490044.222456,3643.662093,9.223397e+24,10.972701,5.084627e+09,2069.024230,1.797580e-05,0.918747,nan,1.531497e+11,1.480895e+11 
216,7489445.482112,3644.231532,9.221859e+24,10.972626,5.108567e+09,2069.321258,1.796738e-05,0.918446,nan,1.532422e+11,1.481821e+11 
217,7488846.741768,3644.800802,9.220321e+24,10.972550,5.132510e+09,2069.618096,1.795896e-05,0.918144,nan,1.533347e+11,1.482748e+11 
218,7488248.001424,3645.369902,9.218783e+24,10.972474,5.156457e+09,2069.914744,1.795055e-05,0.917843,nan,1.534272e+11,1.483674e+11 
219,7487649.261080,3645.938832,9.217245e+24,10.972398,5.180408e+09,2070.211203,1.794215e-05,0.917543,nan,1.535197e+11,1.484600e+11 
220,7487050.520736,3646.507594,9.215707e+24,10.972322,5.204362e+09,2070.507473,1.793375e-05,0.917242,nan,1.536122e+11,1.485526e+11 
221,7486451.780392,3647.076186,9.214169e+24,10.972246,5.228320e+09,2070.803554,1.792537e-05,0.916942,nan,1.537047e+11,1.486453e+11 
222,7485853.040048,3647.644610,9.212631e+24,10.972169,5.252281e+09,2071.099447,1.791699e-05,0.916642,nan,1.537972e+11,1.487379e+11 
223,7485254.299704,3648.212865,9.211093e+24,10.972093,5.276246e+09,2071.395151,1.790862e-05,0.916342,nan,1.538896e+11,1.488305e+11 
224,7484655.559360,3648.780952,9.209555e+24,10.972016,5.300215e+09,2071.690667,1.790025e-05,0.916043,nan,1.539821e+11,1.489231e+11 
225,7484056.819016,3649.348870,9.208017e+24,10.971939,5.324187e+09,2071.985996,1.789190e-05,0.915743,nan,1.540746e+11,1.490158e+11 
226,7483458.078672,3649.916620,9.206479e+24,10.971862,5.348162e+09,2072.281136,1.788355e-05,0.915444,nan,1.541670e+11,1.491084e+11 
227,7482859.338328,3650.484203,9.204942e+24,10.971785,5.372142e+09,2072.576089,1.787521e-05,0.915145,nan,1.542595e+11,1.492010e+11 
228,7482260.597984,3651.051618,9.203404e+24,10.971707,5.396124e+09,2072.870855,1.786688e-05,0.914847,nan,1.543520e+11,1.492936e+11 
229,7481661.857640,3651.618865,9.201866e+24,10.971630,5.420111e+09,2073.165434,1.785855e-05,0.914548,nan,1.544444e+11,1.493862e+11 
230,7481063.117296,3652.185945,9.200328e+24,10.971552,5.444100e+09,2073.459825,1.785023e-05,0.914250,nan,1.545369e+11,1.494788e+11 
231,7480464.376952,3652.752858,9.198790e+24,10.971474,5.468094e+09,2073.754031,1.784193e-05,0.913952,nan,1.546293e+11,1.495714e+11 
232,7479865.636608,3653.319604,9.197252e+24,10.971396,5.492091e+09,2074.048049,1.783362e-05,0.913654,nan,1.547217e+11,1.496640e+11 
233,7479266.896264,3653.886183,9.195714e+24,10.971318,5.516091e+09,2074.341882,1.782533e-05,0.913357,nan,1.548142e+11,1.497566e+11 
234,7478668.155920,3654.452595,9.194176e+24,10.971240,5.540095e+09,2074.635529,1.781704e-05,0.913060,nan,1.549066e+11,1.498492e+11 
235,7478069.415576,3655.018841,9.192638e+24,10.971161,5.564103e+09,2074.928989,1.780876e-05,0.912763,nan,1.549990e+11,1.499418e+11 
236,7477470.675232,3655.584921,9.191101e+24,10.971083,5.588114e+09,2075.222265,1.780049e-05,0.912466,nan,1.550915e+11,1.500343e+11 
237,7476871.934888,3656.150835,9.189563e+24,10.971004,5.612129e+09,2075.515355,1.779223e-05,0.912169,nan,1.551839e+11,1.501269e+11 
238,7476273.194544,3656.716582,9.188025e+24,10.970925,5.636147e+09,2075.808259,1.778397e-05,0.911873,nan,1.552763e+11,1.502195e+11 
239,7475674.454200,3657.282164,9.186487e+24,10.970846,5.660169e+09,2076.100979,1.777572e-05,0.911577,nan,1.553687e+11,1.503121e+11 
240,7475075.713856,3657.847581,9.184949e+24,10.970767,5.684194e+09,2076.393515,1.776748e-05,0.911281,nan,1.554611e+11,1.504047e+11 
241,7474476.973512,3658.412832,9.183411e+24,10.970687,5.708223e+09,2076.685865,1.775924e-05,0.910985,nan,1.555536e+11,1.504972e+11 
242,7473878.233168,3658.977918,9.181874e+24,10.970608,5.732255e+09,2076.978032,1.775102e-05,0.910690,nan,1.556460e+11,1.505898e+11 
243,7473279.492824,3659.542838,9.180336e+24,10.970528,5.756291e+09,2077.270014,1.774280e-05,0.910395,nan,1.557384e+11,1.506824e+11 
244,7472680.752480,3660.107594,9.178798e+24,10.970448,5.780331e+09,2077.561813,1.773458e-05,0.910100,nan,1.558308e+11,1.507749e+11 
245,7472082.012136,3660.672185,9.177260e+24,10.970368,5.804374e+09,2077.853428,1.772638e-05,0.909805,nan,1.559232e+11,1.508675e+11 
246,7471483.271792,3661.236612,9.175722e+24,10.970288,5.828420e+09,2078.144859,1.771818e-05,0.909510,nan,1.560156e+11,1.509600e+11 
247,7470884.531448,3661.800874,9.174185e+24,10.970207,5.852470e+09,2078.436107,1.770999e-05,0.909216,nan,1.561079e+11,1.510526e+11 
248,7470285.791104,3662.364972,9.172647e+24,10.970127,5.876524e+09,2078.727173,1.770181e-05,0.908922,nan,1.562003e+11,1.511452e+11 
249,7469687.050761,3662.928906,9.171109e+24,10.970046,5.900581e+09,2079.018055,1.769364e-05,0.908628,nan,1.562927e+11,1.512377e+11 
250,7469088.310417,3663.492677,9.169571e+24,10.969965,5.924642e+09,2079.308755,1.768547e-05,0.908335,nan,1.563851e+11,1.513303e+11 
251,7468489.570073,3664.056283,9.168034e+24,10.969884,5.948706e+09,2079.599272,1.767731e-05,0.908041,nan,1.564775e+11,1.514228e+11 
252,7467890.829729,3664.619726,9.166496e+24,10.969803,5.972774e+09,2079.889608,1.766916e-05,0.907748,nan,1.565698e+11,1.515153e+11 
253,7467292.089385,3665.183006,9.164958e+24,10.969722,5.996845e+09,2080.179761,1.766101e-05,0.907455,nan,1.566622e+11,1.516079e+11 
254,7466693.349041,3665.746123,9.163421e+24,10.969641,6.020920e+09,2080.469733,1.765287e-05,0.907162,nan,1.567546e+11,1.517004e+11 
255,7466094.608697,3666.309076,9.161883e+24,10.969559,6.044998e+09,2080.759523,1.764474e-05,0.906870,nan,1.568469e+11,1.517930e+11 
256,7465495.868353,3666.871867,9.160345e+24,10.969477,6.069080e+09,2081.049132,1.763662e-05,0.906578,nan,1.569393e+11,1.518855e+11 
257,7464897.128009,3667.434495,9.158808e+24,10.969395,6.093165e+09,2081.338559,1.762850e-05,0.906286,nan,1.570317e+11,1.519780e+11 
258,7464298.387665,3667.996961,9.157270e+24,10.969313,6.117254e+09,2081.627806,1.762040e-05,0.905994,nan,1.571240e+11,1.520705e+11 
259,7463699.647321,3668.559264,9.155732e+24,10.969231,6.141346e+09,2081.916872,1.761230e-05,0.905702,nan,1.572164e+11,1.521631e+11 
260,7463100.906977,3669.121406,9.154195e+24,10.969149,6.165442e+09,2082.205757,1.760420e-05,0.905411,nan,1.573087e+11,1.522556e+11 
261,7462502.166633,3669.683385,9.152657e+24,10.969066,6.189541e+09,2082.494462,1.759612e-05,0.905120,nan,1.574010e+11,1.523481e+11 
262,7461903.426289,3670.245202,9.151120e+24,10.968984,6.213644e+09,2082.782988,1.758804e-05,0.904829,nan,1.574934e+11,1.524406e+11 
263,7461304.685945,3670.806858,9.149582e+24,10.968901,6.237750e+09,2083.071333,1.757996e-05,0.904538,nan,1.575857e+11,1.525331e+11 
264,7460705.945601,3671.368353,9.148044e+24,10.968818,6.261860e+09,2083.359498,1.757190e-05,0.904247,nan,1.576781e+11,1.526257e+11 
265,7460107.205257,3671.929686,9.146507e+24,10.968735,6.285974e+09,2083.647484,1.756384e-05,0.903957,nan,1.577704e+11,1.527182e+11 
266,7459508.464913,3672.490858,9.144969e+24,10.968651,6.310090e+09,2083.935291,1.755579e-05,0.903667,nan,1.578627e+11,1.528107e+11 
267,7458909.724569,3673.051869,9.143432e+24,10.968568,6.334211e+09,2084.222918,1.754775e-05,0.903377,nan,1.579550e+11,1.529032e+11 
268,7458310.984225,3673.612719,9.141894e+24,10.968484,6.358335e+09,2084.510367,1.753971e-05,0.903088,nan,1.580473e+11,1.529957e+11 
269,7457712.243881,3674.173409,9.140357e+24,10.968401,6.382462e+09,2084.797637,1.753168e-05,0.902798,nan,1.581397e+11,1.530882e+11 
270,7457113.503537,3674.733938,9.138819e+24,10.968317,6.406593e+09,2085.084729,1.752366e-05,0.902509,nan,1.582320e+11,1.531807e+11 
271,7456514.763193,3675.294307,9.137282e+24,10.968233,6.430727e+09,2085.371642,1.751565e-05,0.902220,nan,1.583243e+11,1.532732e+11 
272,7455916.022849,3675.854515,9.135744e+24,10.968148,6.454865e+09,2085.658377,1.750764e-05,0.901931,nan,1.584166e+11,1.533657e+11 
273,7455317.282505,3676.414564,9.134207e+24,10.968064,6.479006e+09,2085.944934,1.749964e-05,0.901643,nan,1.585089e+11,1.534581e+11 
274,7454718.542161,3676.974453,9.132669e+24,10.967980,6.503151e+09,2086.231314,1.749165e-05,0.901355,nan,1.586012e+11,1.535506e+11 
275,7454119.801817,3677.534182,9.131132e+24,10.967895,6.527300e+09,2086.517516,1.748366e-05,0.901067,nan,1.586935e+11,1.536431e+11 
276,7453521.061473,3678.093752,9.129594e+24,10.967810,6.551451e+09,2086.803541,1.747568e-05,0.900779,nan,1.587858e+11,1.537356e+11 
277,7452922.321129,3678.653162,9.128057e+24,10.967725,6.575607e+09,2087.089389,1.746771e-05,0.900491,nan,1.588781e+11,1.538281e+11 
278,7452323.580785,3679.212414,9.126519e+24,10.967640,6.599766e+09,2087.375060,1.745975e-05,0.900204,nan,1.589704e+11,1.539205e+11 
279,7451724.840441,3679.771506,9.124982e+24,10.967555,6.623928e+09,2087.660554,1.745179e-05,0.899916,nan,1.590627e+11,1.540130e+11 
280,7451126.100097,3680.330439,9.123445e+24,10.967469,6.648094e+09,2087.945872,1.744384e-05,0.899630,nan,1.591549e+11,1.541055e+11 
281,7450527.359753,3680.889214,9.121907e+24,10.967384,6.672263e+09,2088.231013,1.743590e-05,0.899343,nan,1.592472e+11,1.541980e+11 
282,7449928.619409,3681.447831,9.120370e+24,10.967298,6.696436e+09,2088.515979,1.742796e-05,0.899056,nan,1.593395e+11,1.542904e+11 
283,7449329.879065,3682.006289,9.118833e+24,10.967212,6.720612e+09,2088.800768,1.742003e-05,0.898770,nan,1.594318e+11,1.543829e+11 
284,7448731.138721,3682.564588,9.117295e+24,10.967126,6.744791e+09,2089.085382,1.741211e-05,0.898484,nan,1.595240e+11,1.544754e+11 
285,7448132.398377,3683.122730,9.115758e+24,10.967040,6.768975e+09,2089.369820,1.740420e-05,0.898198,nan,1.596163e+11,1.545678e+11 
286,7447533.658033,3683.680714,9.114221e+24,10.966953,6.793161e+09,2089.654083,1.739629e-05,0.897912,nan,1.597086e+11,1.546603e+11 
287,7446934.917689,3684.238540,9.112683e+24,10.966867,6.817351e+09,2089.938171,1.738839e-05,0.897627,nan,1.598008e+11,1.547527e+11 
288,7446336.177345,3684.796209,9.111146e+24,10.966780,6.841545e+09,2090.222084,1.738050e-05,0.897341,nan,1.598931e+11,1.548452e+11 
289,7445737.437001,3685.353721,9.109609e+24,10.966694,6.865742e+09,2090.505823,1.737261e-05,0.897056,nan,1.599853e+11,1.549376e+11 
290,7445138.696657,3685.911075,9.108072e+24,10.966607,6.889942e+09,2090.789386,1.736473e-05,0.896772,nan,1.600776e+11,1.550301e+11 
291,7444539.956313,3686.468272,9.106534e+24,10.966519,6.914146e+09,2091.072776,1.735686e-05,0.896487,nan,1.601698e+11,1.551225e+11 
292,7443941.215970,3687.025312,9.104997e+24,10.966432,6.938354e+09,2091.355991,1.734899e-05,0.896203,nan,1.602621e+11,1.552150e+11 
293,7443342.475626,3687.582195,9.103460e+24,10.966345,6.962565e+09,2091.639033,1.734113e-05,0.895918,nan,1.603543e+11,1.553074e+11 
294,7442743.735282,3688.138922,9.101923e+24,10.966257,6.986779e+09,2091.921900,1.733328e-05,0.895634,nan,1.604465e+11,1.553998e+11 
295,7442144.994938,3688.695493,9.100386e+24,10.966170,7.010997e+09,2092.204595,1.732544e-05,0.895351,nan,1.605388e+11,1.554923e+11 
296,7441546.254594,3689.251907,9.098849e+24,10.966082,7.035218e+09,2092.487115,1.731760e-05,0.895067,nan,1.606310e+11,1.555847e+11 
297,7440947.514250,3689.808165,9.097311e+24,10.965994,7.059443e+09,2092.769463,1.730977e-05,0.894784,nan,1.607232e+11,1.556771e+11 
298,7440348.773906,3690.364267,9.095774e+24,10.965905,7.083671e+09,2093.051638,1.730194e-05,0.894501,nan,1.608155e+11,1.557696e+11 
299,7439750.033562,3690.920213,9.094237e+24,10.965817,7.107903e+09,2093.333640,1.729413e-05,0.894218,nan,1.609077e+11,1.558620e+11 
300,7439151.293218,3691.476004,9.092700e+24,10.965729,7.132138e+09,2093.615469,1.728632e-05,0.893935,nan,1.609999e+11,1.559544e+11 
301,7438552.552874,3692.031639,9.091163e+24,10.965640,7.156377e+09,2093.897126,1.727851e-05,0.893652,nan,1.610921e+11,1.560468e+11 
302,7437953.812530,3692.587119,9.089626e+24,10.965551,7.180619e+09,2094.178611,1.727072e-05,0.893370,nan,1.611843e+11,1.561392e+11 
303,7437355.072186,3693.142444,9.088089e+24,10.965462,7.204864e+09,2094.459923,1.726293e-05,0.893088,nan,1.612765e+11,1.562317e+11 
304,7436756.331842,3693.697614,9.086552e+24,10.965373,7.229113e+09,2094.741064,1.725514e-05,0.892806,nan,1.613687e+11,1.563241e+11 
305,7436157.591498,3694.252629,9.085015e+24,10.965284,7.253365e+09,2095.022034,1.724737e-05,0.892525,nan,1.614609e+11,1.564165e+11 
306,7435558.851154,3694.807489,9.083478e+24,10.965195,7.277621e+09,2095.302831,1.723960e-05,0.892243,nan,1.615531e+11,1.565089e+11 
307,7434960.110810,3695.362195,9.081941e+24,10.965105,7.301880e+09,2095.583458,1.723184e-05,0.891962,nan,1.616453e+11,1.566013e+11 
308,7434361.370466,3695.916746,9.080404e+24,10.965015,7.326143e+09,2095.863914,1.722408e-05,0.891681,nan,1.617375e+11,1.566937e+11 
309,7433762.630122,3696.471143,9.078867e+24,10.964926,7.350409e+09,2096.144198,1.721633e-05,0.891400,nan,1.618297e+11,1.567861e+11 
310,7433163.889778,3697.025386,9.077330e+24,10.964836,7.374679e+09,2096.424312,1.720859e-05,0.891119,nan,1.619219e+11,1.568785e+11 
311,7432565.149434,3697.579475,9.075793e+24,10.964746,7.398952e+09,2096.704256,1.720085e-05,0.890839,nan,1.620141e+11,1.569709e+11 
312,7431966.409090,3698.133410,9.074256e+24,10.964655,7.423228e+09,2096.984029,1.719313e-05,0.890559,nan,1.621063e+11,1.570633e+11 
313,7431367.668746,3698.687192,9.072720e+24,10.964565,7.447508e+09,2097.263632,1.718540e-05,0.890279,nan,1.621985e+11,1.571557e+11 
314,7430768.928402,3699.240820,9.071183e+24,10.964474,7.471792e+09,2097.543065,1.717769e-05,0.889999,nan,1.622906e+11,1.572481e+11 
315,7430170.188058,3699.794295,9.069646e+24,10.964383,7.496078e+09,2097.822328,1.716998e-05,0.889719,nan,1.623828e+11,1.573405e+11 
316,7429571.447714,3700.347617,9.068109e+24,10.964293,7.520369e+09,2098.101422,1.716228e-05,0.889440,nan,1.624750e+11,1.574329e+11 
317,7428972.707370,3700.900786,9.066572e+24,10.964202,7.544662e+09,2098.380347,1.715459e-05,0.889161,nan,1.625672e+11,1.575252e+11 
318,7428373.967026,3701.453802,9.065036e+24,10.964110,7.568959e+09,2098.659102,1.714690e-05,0.888882,nan,1.626593e+11,1.576176e+11 
319,7427775.226682,3702.006665,9.063499e+24,10.964019,7.593260e+09,2098.937688,1.713922e-05,0.888603,nan,1.627515e+11,1.577100e+11 
320,7427176.486338,3702.559376,9.061962e+24,10.963928,7.617564e+09,2099.216105,1.713154e-05,0.888325,nan,1.628436e+11,1.578024e+11 
321,7426577.745994,3703.111934,9.060425e+24,10.963836,7.641871e+09,2099.494354,1.712388e-05,0.888046,nan,1.629358e+11,1.578948e+11 
322,7425979.005650,3703.664340,9.058889e+24,10.963744,7.666182e+09,2099.772435,1.711621e-05,0.887768,nan,1.630280e+11,1.579871e+11 
323,7425380.265306,3704.216594,9.057352e+24,10.963652,7.690496e+09,2100.050347,1.710856e-05,0.887490,nan,1.631201e+11,1.580795e+11 
324,7424781.524962,3704.768696,9.055815e+24,10.963560,7.714813e+09,2100.328091,1.710091e-05,0.887213,nan,1.632123e+11,1.581719e+11 
325,7424182.784618,3705.320646,9.054279e+24,10.963468,7.739134e+09,2100.605667,1.709327e-05,0.886935,nan,1.633044e+11,1.582642e+11 
326,7423584.044274,3705.872444,9.052742e+24,10.963376,7.763459e+09,2100.883075,1.708564e-05,0.886658,nan,1.633965e+11,1.583566e+11 
327,7422985.303930,3706.424091,9.051205e+24,10.963283,7.787787e+09,2101.160316,1.707801e-05,0.886381,nan,1.634887e+11,1.584490e+11 
328,7422386.563586,3706.975587,9.049669e+24,10.963190,7.812118e+09,2101.437389,1.707039e-05,0.886104,nan,1.635808e+11,1.585413e+11 
