runname=input_Earth1.6_cmf0.05 
layers_found=[silicate,iron] 
phases_found=[pd,pv,ppv,liquid] 
ir_comp_layer=[0,9267] 
ir_phase_layer=[0,914,4228] 
glob_variab=[[128000000000.0, 4.2, 0.99, 2.1, 2e-05, 3, 3516.34, 1.3504217144418177e-05, 0.7520431961981274, 212401581231.49298, 217233404583.54584, 1, 1, 0, 1265.0],[169650000000.0, 4, 1, 1.4, 2e-05, 3, 3868.6235, 6.752579005160238e-06, 0.6024742873203428, 564306625972.1136, 570449915902.4921, 1, 1, 0, 1265.0],[324500000000.0, 3.3, 1.48, 1.4, 2e-05, 2.1, 4260.0, 5.347798558293684e-06, 0.7997042474303777, 1074018368626.9144, 1088191890205.4612, 1, 1, 0, 1265.0],[145520000000.0, 4.125, 2.1664000000000003, 0.644, 4e-05, 3, 6129.200000000001, 3.818607950623138e-06, 1.3084146286619651, 1482398616322.5234, 1527328601301.2651, 7.4366550894550985, 2070246.6287796963, 1, 840.0]] 
i_g_change=11453 
i,r,rho,m,g,P,T,alpha,gamma,T_melt_Fe,Kt,Ks 
1212,6893100.099511,4472.859339,7.674363e+24,10.779647,3.113296e+10,2297.202300,1.294028e-05,0.816131,nan,2.958574e+11,2.888497e+11 
1213,6892501.359167,4473.295751,7.672764e+24,10.779274,3.116183e+10,2297.385210,1.293649e-05,0.816019,nan,2.959527e+11,2.889451e+11 
1214,6891902.618823,4473.732092,7.671165e+24,10.778900,3.119070e+10,2297.568062,1.293271e-05,0.815908,nan,2.960480e+11,2.890405e+11 
1215,6891303.878479,4474.168362,7.669566e+24,10.778527,3.121958e+10,2297.750856,1.292893e-05,0.815796,nan,2.961432e+11,2.891360e+11 
1216,6890705.138135,4474.604562,7.667967e+24,10.778153,3.124845e+10,2297.933592,1.292514e-05,0.815685,nan,2.962385e+11,2.892314e+11 
1217,6890106.397791,4475.040692,7.666369e+24,10.777779,3.127733e+10,2298.116270,1.292137e-05,0.815574,nan,2.963338e+11,2.893268e+11 
1218,6889507.657447,4475.476751,7.664771e+24,10.777405,3.130621e+10,2298.298891,1.291759e-05,0.815463,nan,2.964291e+11,2.894222e+11 
1219,6888908.917103,4475.912740,7.663172e+24,10.777031,3.133509e+10,2298.481454,1.291381e-05,0.815351,nan,2.965243e+11,2.895176e+11 
1220,6888310.176759,4476.348659,7.661574e+24,10.776656,3.136397e+10,2298.663960,1.291004e-05,0.815240,nan,2.966196e+11,2.896130e+11 
1221,6887711.436415,4476.784507,7.659976e+24,10.776282,3.139286e+10,2298.846408,1.290627e-05,0.815129,nan,2.967149e+11,2.897084e+11 
1222,6887112.696071,4477.220286,7.658378e+24,10.775907,3.142174e+10,2299.028798,1.290250e-05,0.815018,nan,2.968101e+11,2.898038e+11 
1223,6886513.955727,4477.655994,7.656780e+24,10.775532,3.145063e+10,2299.211131,1.289874e-05,0.814907,nan,2.969054e+11,2.898992e+11 
1224,6885915.215383,4478.091632,7.655183e+24,10.775158,3.147952e+10,2299.393407,1.289497e-05,0.814796,nan,2.970006e+11,2.899946e+11 
1225,6885316.475039,4478.527199,7.653585e+24,10.774783,3.150841e+10,2299.575625,1.289121e-05,0.814685,nan,2.970959e+11,2.900900e+11 
1226,6884717.734695,4478.962697,7.651988e+24,10.774408,3.153730e+10,2299.757786,1.288745e-05,0.814574,nan,2.971911e+11,2.901854e+11 
1227,6884118.994351,4479.398125,7.650391e+24,10.774033,3.156620e+10,2299.939889,1.288369e-05,0.814463,nan,2.972864e+11,2.902808e+11 
1228,6883520.254007,4479.833482,7.648793e+24,10.773657,3.159510e+10,2300.121935,1.287994e-05,0.814352,nan,2.973816e+11,2.903762e+11 
1229,6882921.513663,4480.268770,7.647196e+24,10.773282,3.162399e+10,2300.303924,1.287618e-05,0.814242,nan,2.974769e+11,2.904715e+11 
1230,6882322.773319,4480.703988,7.645600e+24,10.772906,3.165289e+10,2300.485855,1.287243e-05,0.814131,nan,2.975721e+11,2.905669e+11 
1231,6881724.032975,4481.139136,7.644003e+24,10.772531,3.168180e+10,2300.667729,1.286868e-05,0.814020,nan,2.976674e+11,2.906623e+11 
1232,6881125.292631,4481.574213,7.642406e+24,10.772155,3.171070e+10,2300.849546,1.286494e-05,0.813910,nan,2.977626e+11,2.907577e+11 
1233,6880526.552287,4482.009222,7.640810e+24,10.771779,3.173961e+10,2301.031306,1.286119e-05,0.813799,nan,2.978578e+11,2.908531e+11 
1234,6879927.811943,4482.444160,7.639213e+24,10.771403,3.176851e+10,2301.213008,1.285745e-05,0.813689,nan,2.979531e+11,2.909484e+11 
1235,6879329.071599,4482.879028,7.637617e+24,10.771027,3.179742e+10,2301.394654,1.285371e-05,0.813578,nan,2.980483e+11,2.910438e+11 
1236,6878730.331255,4483.313827,7.636021e+24,10.770650,3.182633e+10,2301.576242,1.284997e-05,0.813468,nan,2.981435e+11,2.911392e+11 
1237,6878131.590911,4483.748556,7.634425e+24,10.770274,3.185525e+10,2301.757774,1.284623e-05,0.813357,nan,2.982388e+11,2.912345e+11 
1238,6877532.850567,4484.183215,7.632829e+24,10.769898,3.188416e+10,2301.939248,1.284249e-05,0.813247,nan,2.983340e+11,2.913299e+11 
1239,6876934.110224,4484.617804,7.631233e+24,10.769521,3.191308e+10,2302.120665,1.283876e-05,0.813136,nan,2.984292e+11,2.914253e+11 
1240,6876335.369880,4485.052324,7.629637e+24,10.769144,3.194200e+10,2302.302026,1.283503e-05,0.813026,nan,2.985244e+11,2.915206e+11 
1241,6875736.629536,4485.486775,7.628042e+24,10.768767,3.197092e+10,2302.483329,1.283130e-05,0.812916,nan,2.986196e+11,2.916160e+11 
1242,6875137.889192,4485.921155,7.626446e+24,10.768390,3.199984e+10,2302.664576,1.282757e-05,0.812806,nan,2.987148e+11,2.917113e+11 
1243,6874539.148848,4486.355467,7.624851e+24,10.768013,3.202876e+10,2302.845765,1.282385e-05,0.812696,nan,2.988100e+11,2.918067e+11 
1244,6873940.408504,4486.789708,7.623256e+24,10.767636,3.205769e+10,2303.026898,1.282012e-05,0.812585,nan,2.989053e+11,2.919020e+11 
1245,6873341.668160,4487.223880,7.621661e+24,10.767259,3.208662e+10,2303.207974,1.281640e-05,0.812475,nan,2.990005e+11,2.919974e+11 
1246,6872742.927816,4487.657983,7.620066e+24,10.766881,3.211554e+10,2303.388993,1.281268e-05,0.812365,nan,2.990957e+11,2.920927e+11 
1247,6872144.187472,4488.092017,7.618471e+24,10.766504,3.214448e+10,2303.569956,1.280897e-05,0.812255,nan,2.991909e+11,2.921881e+11 
1248,6871545.447128,4488.525981,7.616876e+24,10.766126,3.217341e+10,2303.750862,1.280525e-05,0.812145,nan,2.992861e+11,2.922834e+11 
1249,6870946.706784,4488.959875,7.615282e+24,10.765748,3.220234e+10,2303.931711,1.280154e-05,0.812036,nan,2.993813e+11,2.923788e+11 
1250,6870347.966440,4489.393701,7.613687e+24,10.765370,3.223128e+10,2304.112503,1.279783e-05,0.811926,nan,2.994764e+11,2.924741e+11 
1251,6869749.226096,4489.827457,7.612093e+24,10.764992,3.226022e+10,2304.293239,1.279412e-05,0.811816,nan,2.995716e+11,2.925694e+11 
1252,6869150.485752,4490.261143,7.610499e+24,10.764614,3.228916e+10,2304.473919,1.279041e-05,0.811706,nan,2.996668e+11,2.926648e+11 
1253,6868551.745408,4490.694761,7.608904e+24,10.764236,3.231810e+10,2304.654542,1.278671e-05,0.811596,nan,2.997620e+11,2.927601e+11 
1254,6867953.005064,4491.128309,7.607311e+24,10.763857,3.234704e+10,2304.835108,1.278301e-05,0.811487,nan,2.998572e+11,2.928554e+11 
1255,6867354.264720,4491.561788,7.605717e+24,10.763479,3.237599e+10,2305.015618,1.277931e-05,0.811377,nan,2.999524e+11,2.929507e+11 
1256,6866755.524376,4491.995199,7.604123e+24,10.763100,3.240493e+10,2305.196071,1.277561e-05,0.811267,nan,3.000475e+11,2.930461e+11 
1257,6866156.784032,4492.428540,7.602529e+24,10.762721,3.243388e+10,2305.376468,1.277191e-05,0.811158,nan,3.001427e+11,2.931414e+11 
1258,6865558.043688,4492.861811,7.600936e+24,10.762342,3.246283e+10,2305.556808,1.276822e-05,0.811048,nan,3.002379e+11,2.932367e+11 
1259,6864959.303344,4493.295014,7.599343e+24,10.761963,3.249178e+10,2305.737093,1.276452e-05,0.810939,nan,3.003331e+11,2.933320e+11 
1260,6864360.563000,4493.728148,7.597749e+24,10.761584,3.252074e+10,2305.917320,1.276083e-05,0.810829,nan,3.004282e+11,2.934273e+11 
1261,6863761.822656,4494.161213,7.596156e+24,10.761205,3.254969e+10,2306.097492,1.275714e-05,0.810720,nan,3.005234e+11,2.935227e+11 
1262,6863163.082312,4494.594209,7.594563e+24,10.760825,3.257865e+10,2306.277607,1.275346e-05,0.810611,nan,3.006185e+11,2.936180e+11 
1263,6862564.341968,4495.027136,7.592971e+24,10.760446,3.260761e+10,2306.457666,1.274977e-05,0.810501,nan,3.007137e+11,2.937133e+11 
1264,6861965.601624,4495.459994,7.591378e+24,10.760066,3.263657e+10,2306.637669,1.274609e-05,0.810392,nan,3.008089e+11,2.938086e+11 
1265,6861366.861280,4495.892784,7.589785e+24,10.759686,3.266554e+10,2306.817616,1.274241e-05,0.810283,nan,3.009040e+11,2.939039e+11 
1266,6860768.120936,4496.325504,7.588193e+24,10.759307,3.269450e+10,2306.997506,1.273873e-05,0.810174,nan,3.009992e+11,2.939992e+11 
1267,6860169.380592,4496.758156,7.586600e+24,10.758927,3.272347e+10,2307.177341,1.273505e-05,0.810065,nan,3.010943e+11,2.940945e+11 
1268,6859570.640248,4497.190739,7.585008e+24,10.758546,3.275243e+10,2307.357119,1.273138e-05,0.809956,nan,3.011895e+11,2.941898e+11 
1269,6858971.899904,4497.623253,7.583416e+24,10.758166,3.278140e+10,2307.536842,1.272771e-05,0.809847,nan,3.012846e+11,2.942851e+11 
1270,6858373.159560,4498.055699,7.581824e+24,10.757786,3.281038e+10,2307.716508,1.272404e-05,0.809738,nan,3.013798e+11,2.943804e+11 
1271,6857774.419216,4498.488076,7.580232e+24,10.757405,3.283935e+10,2307.896118,1.272037e-05,0.809629,nan,3.014749e+11,2.944756e+11 
1272,6857175.678872,4498.920384,7.578641e+24,10.757025,3.286832e+10,2308.075673,1.271670e-05,0.809520,nan,3.015700e+11,2.945709e+11 
1273,6856576.938528,4499.352624,7.577049e+24,10.756644,3.289730e+10,2308.255171,1.271304e-05,0.809411,nan,3.016652e+11,2.946662e+11 
1274,6855978.198184,4499.784795,7.575458e+24,10.756263,3.292628e+10,2308.434613,1.270937e-05,0.809302,nan,3.017603e+11,2.947615e+11 
1275,6855379.457840,4500.216898,7.573866e+24,10.755882,3.295526e+10,2308.614000,1.270571e-05,0.809193,nan,3.018554e+11,2.948568e+11 
1276,6854780.717496,4500.648932,7.572275e+24,10.755501,3.298424e+10,2308.793331,1.270205e-05,0.809084,nan,3.019505e+11,2.949521e+11 
1277,6854181.977152,4501.080898,7.570684e+24,10.755120,3.301323e+10,2308.972606,1.269840e-05,0.808976,nan,3.020457e+11,2.950473e+11 
1278,6853583.236808,4501.512795,7.569093e+24,10.754739,3.304221e+10,2309.151825,1.269474e-05,0.808867,nan,3.021408e+11,2.951426e+11 
1279,6852984.496464,4501.944624,7.567502e+24,10.754357,3.307120e+10,2309.330989,1.269109e-05,0.808758,nan,3.022359e+11,2.952379e+11 
1280,6852385.756120,4502.376384,7.565911e+24,10.753976,3.310019e+10,2309.510097,1.268744e-05,0.808650,nan,3.023310e+11,2.953331e+11 
1281,6851787.015776,4502.808076,7.564321e+24,10.753594,3.312918e+10,2309.689149,1.268379e-05,0.808541,nan,3.024261e+11,2.954284e+11 
1282,6851188.275433,4503.239700,7.562730e+24,10.753212,3.315817e+10,2309.868145,1.268014e-05,0.808433,nan,3.025213e+11,2.955237e+11 
1283,6850589.535089,4503.671255,7.561140e+24,10.752830,3.318717e+10,2310.047086,1.267650e-05,0.808324,nan,3.026164e+11,2.956189e+11 
1284,6849990.794745,4504.102743,7.559550e+24,10.752448,3.321616e+10,2310.225972,1.267286e-05,0.808216,nan,3.027115e+11,2.957142e+11 
1285,6849392.054401,4504.534162,7.557960e+24,10.752066,3.324516e+10,2310.404801,1.266922e-05,0.808108,nan,3.028066e+11,2.958095e+11 
1286,6848793.314057,4504.965512,7.556370e+24,10.751684,3.327416e+10,2310.583576,1.266558e-05,0.807999,nan,3.029017e+11,2.959047e+11 
1287,6848194.573713,4505.396795,7.554780e+24,10.751302,3.330316e+10,2310.762294,1.266194e-05,0.807891,nan,3.029968e+11,2.960000e+11 
1288,6847595.833369,4505.828010,7.553190e+24,10.750919,3.333217e+10,2310.940958,1.265831e-05,0.807783,nan,3.030919e+11,2.960952e+11 
1289,6846997.093025,4506.259156,7.551601e+24,10.750537,3.336117e+10,2311.119565,1.265467e-05,0.807675,nan,3.031870e+11,2.961905e+11 
1290,6846398.352681,4506.690234,7.550011e+24,10.750154,3.339018e+10,2311.298118,1.265104e-05,0.807566,nan,3.032821e+11,2.962857e+11 
1291,6845799.612337,4507.121245,7.548422e+24,10.749771,3.341919e+10,2311.476615,1.264741e-05,0.807458,nan,3.033771e+11,2.963810e+11 
1292,6845200.871993,4507.552187,7.546833e+24,10.749388,3.344820e+10,2311.655057,1.264378e-05,0.807350,nan,3.034722e+11,2.964762e+11 
1293,6844602.131649,4507.983061,7.545244e+24,10.749005,3.347721e+10,2311.833443,1.264016e-05,0.807242,nan,3.035673e+11,2.965714e+11 
1294,6844003.391305,4508.413867,7.543655e+24,10.748622,3.350622e+10,2312.011774,1.263654e-05,0.807134,nan,3.036624e+11,2.966667e+11 
1295,6843404.650961,4508.844606,7.542066e+24,10.748238,3.353524e+10,2312.190050,1.263292e-05,0.807026,nan,3.037575e+11,2.967619e+11 
1296,6842805.910617,4509.275276,7.540477e+24,10.747855,3.356425e+10,2312.368271,1.262930e-05,0.806918,nan,3.038526e+11,2.968571e+11 
1297,6842207.170273,4509.705879,7.538889e+24,10.747471,3.359327e+10,2312.546436,1.262568e-05,0.806811,nan,3.039476e+11,2.969524e+11 
1298,6841608.429929,4510.136414,7.537300e+24,10.747088,3.362229e+10,2312.724546,1.262206e-05,0.806703,nan,3.040427e+11,2.970476e+11 
1299,6841009.689585,4510.566881,7.535712e+24,10.746704,3.365132e+10,2312.902602,1.261845e-05,0.806595,nan,3.041378e+11,2.971428e+11 
1300,6840410.949241,4510.997280,7.534124e+24,10.746320,3.368034e+10,2313.080602,1.261484e-05,0.806487,nan,3.042328e+11,2.972380e+11 
1301,6839812.208897,4511.427612,7.532536e+24,10.745936,3.370937e+10,2313.258547,1.261123e-05,0.806379,nan,3.043279e+11,2.973333e+11 
1302,6839213.468553,4511.857876,7.530948e+24,10.745552,3.373839e+10,2313.436437,1.260762e-05,0.806272,nan,3.044230e+11,2.974285e+11 
1303,6838614.728209,4512.288072,7.529360e+24,10.745167,3.376742e+10,2313.614272,1.260402e-05,0.806164,nan,3.045180e+11,2.975237e+11 
1304,6838015.987865,4512.718200,7.527772e+24,10.744783,3.379645e+10,2313.792052,1.260041e-05,0.806057,nan,3.046131e+11,2.976189e+11 
1305,6837417.247521,4513.148261,7.526185e+24,10.744399,3.382549e+10,2313.969777,1.259681e-05,0.805949,nan,3.047081e+11,2.977141e+11 
1306,6836818.507177,4513.578254,7.524597e+24,10.744014,3.385452e+10,2314.147447,1.259321e-05,0.805842,nan,3.048032e+11,2.978093e+11 
1307,6836219.766833,4514.008180,7.523010e+24,10.743629,3.388356e+10,2314.325062,1.258961e-05,0.805734,nan,3.048982e+11,2.979045e+11 
1308,6835621.026489,4514.438038,7.521423e+24,10.743244,3.391259e+10,2314.502622,1.258602e-05,0.805627,nan,3.049933e+11,2.979998e+11 
1309,6835022.286145,4514.867829,7.519836e+24,10.742859,3.394163e+10,2314.680128,1.258242e-05,0.805519,nan,3.050883e+11,2.980950e+11 
1310,6834423.545801,4515.297552,7.518249e+24,10.742474,3.397068e+10,2314.857579,1.257883e-05,0.805412,nan,3.051834e+11,2.981902e+11 
1311,6833824.805457,4515.727208,7.516662e+24,10.742089,3.399972e+10,2315.034975,1.257524e-05,0.805305,nan,3.052784e+11,2.982854e+11 
1312,6833226.065113,4516.156796,7.515075e+24,10.741704,3.402876e+10,2315.212316,1.257165e-05,0.805198,nan,3.053734e+11,2.983806e+11 
1313,6832627.324769,4516.586317,7.513489e+24,10.741318,3.405781e+10,2315.389602,1.256807e-05,0.805090,nan,3.054685e+11,2.984757e+11 
1314,6832028.584425,4517.015771,7.511902e+24,10.740933,3.408686e+10,2315.566834,1.256448e-05,0.804983,nan,3.055635e+11,2.985709e+11 
1315,6831429.844081,4517.445157,7.510316e+24,10.740547,3.411591e+10,2315.744011,1.256090e-05,0.804876,nan,3.056585e+11,2.986661e+11 
1316,6830831.103737,4517.874476,7.508730e+24,10.740161,3.414496e+10,2315.921134,1.255732e-05,0.804769,nan,3.057536e+11,2.987613e+11 
1317,6830232.363393,4518.303728,7.507144e+24,10.739775,3.417401e+10,2316.098202,1.255374e-05,0.804662,nan,3.058486e+11,2.988565e+11 
1318,6829633.623049,4518.732913,7.505558e+24,10.739389,3.420307e+10,2316.275215,1.255016e-05,0.804555,nan,3.059436e+11,2.989517e+11 
1319,6829034.882705,4519.162030,7.503972e+24,10.739003,3.423212e+10,2316.452174,1.254659e-05,0.804448,nan,3.060386e+11,2.990469e+11 
1320,6828436.142361,4519.591080,7.502387e+24,10.738617,3.426118e+10,2316.629079,1.254302e-05,0.804341,nan,3.061336e+11,2.991420e+11 
1321,6827837.402017,4520.020063,7.500801e+24,10.738230,3.429024e+10,2316.805929,1.253944e-05,0.804234,nan,3.062287e+11,2.992372e+11 
1322,6827238.661673,4520.448979,7.499216e+24,10.737844,3.431930e+10,2316.982724,1.253588e-05,0.804127,nan,3.063237e+11,2.993324e+11 
1323,6826639.921329,4520.877828,7.497630e+24,10.737457,3.434837e+10,2317.159465,1.253231e-05,0.804021,nan,3.064187e+11,2.994276e+11 
1324,6826041.180985,4521.306610,7.496045e+24,10.737070,3.437743e+10,2317.336152,1.252874e-05,0.803914,nan,3.065137e+11,2.995227e+11 
1325,6825442.440642,4521.735325,7.494460e+24,10.736683,3.440650e+10,2317.512784,1.252518e-05,0.803807,nan,3.066087e+11,2.996179e+11 
1326,6824843.700298,4522.163972,7.492875e+24,10.736296,3.443557e+10,2317.689362,1.252162e-05,0.803700,nan,3.067037e+11,2.997131e+11 
1327,6824244.959954,4522.592553,7.491291e+24,10.735909,3.446464e+10,2317.865886,1.251806e-05,0.803594,nan,3.067987e+11,2.998082e+11 
1328,6823646.219610,4523.021067,7.489706e+24,10.735522,3.449371e+10,2318.042355,1.251450e-05,0.803487,nan,3.068937e+11,2.999034e+11 
1329,6823047.479266,4523.449514,7.488121e+24,10.735135,3.452279e+10,2318.218770,1.251095e-05,0.803381,nan,3.069887e+11,2.999985e+11 
1330,6822448.738922,4523.877894,7.486537e+24,10.734747,3.455186e+10,2318.395131,1.250739e-05,0.803274,nan,3.070837e+11,3.000937e+11 
1331,6821849.998578,4524.306207,7.484953e+24,10.734360,3.458094e+10,2318.571438,1.250384e-05,0.803168,nan,3.071787e+11,3.001889e+11 
1332,6821251.258234,4524.734454,7.483369e+24,10.733972,3.461002e+10,2318.747691,1.250029e-05,0.803061,nan,3.072736e+11,3.002840e+11 
1333,6820652.517890,4525.162633,7.481785e+24,10.733584,3.463910e+10,2318.923889,1.249674e-05,0.802955,nan,3.073686e+11,3.003792e+11 
1334,6820053.777546,4525.590746,7.480201e+24,10.733196,3.466818e+10,2319.100034,1.249320e-05,0.802849,nan,3.074636e+11,3.004743e+11 
1335,6819455.037202,4526.018792,7.478617e+24,10.732808,3.469727e+10,2319.276124,1.248965e-05,0.802742,nan,3.075586e+11,3.005694e+11 
1336,6818856.296858,4526.446772,7.477033e+24,10.732420,3.472635e+10,2319.452161,1.248611e-05,0.802636,nan,3.076536e+11,3.006646e+11 
1337,6818257.556514,4526.874685,7.475450e+24,10.732032,3.475544e+10,2319.628143,1.248257e-05,0.802530,nan,3.077485e+11,3.007597e+11 
1338,6817658.816170,4527.302531,7.473867e+24,10.731643,3.478453e+10,2319.804071,1.247903e-05,0.802424,nan,3.078435e+11,3.008549e+11 
1339,6817060.075826,4527.730310,7.472283e+24,10.731255,3.481362e+10,2319.979946,1.247549e-05,0.802318,nan,3.079385e+11,3.009500e+11 
1340,6816461.335482,4528.158023,7.470700e+24,10.730866,3.484271e+10,2320.155766,1.247196e-05,0.802211,nan,3.080334e+11,3.010451e+11 
1341,6815862.595138,4528.585669,7.469117e+24,10.730477,3.487181e+10,2320.331533,1.246843e-05,0.802105,nan,3.081284e+11,3.011403e+11 
1342,6815263.854794,4529.013249,7.467535e+24,10.730088,3.490090e+10,2320.507246,1.246489e-05,0.801999,nan,3.082234e+11,3.012354e+11 
1343,6814665.114450,4529.440763,7.465952e+24,10.729699,3.493000e+10,2320.682905,1.246137e-05,0.801893,nan,3.083183e+11,3.013305e+11 
1344,6814066.374106,4529.868210,7.464369e+24,10.729310,3.495910e+10,2320.858510,1.245784e-05,0.801787,nan,3.084133e+11,3.014256e+11 
1345,6813467.633762,4530.295590,7.462787e+24,10.728921,3.498820e+10,2321.034061,1.245431e-05,0.801682,nan,3.085082e+11,3.015208e+11 
1346,6812868.893418,4530.722904,7.461205e+24,10.728532,3.501730e+10,2321.209559,1.245079e-05,0.801576,nan,3.086032e+11,3.016159e+11 
1347,6812270.153074,4531.150152,7.459622e+24,10.728142,3.504641e+10,2321.385003,1.244727e-05,0.801470,nan,3.086981e+11,3.017110e+11 
1348,6811671.412730,4531.577333,7.458040e+24,10.727753,3.507551e+10,2321.560393,1.244375e-05,0.801364,nan,3.087931e+11,3.018061e+11 
1349,6811072.672386,4532.004448,7.456458e+24,10.727363,3.510462e+10,2321.735730,1.244023e-05,0.801258,nan,3.088880e+11,3.019012e+11 
1350,6810473.932042,4532.431497,7.454877e+24,10.726973,3.513373e+10,2321.911013,1.243671e-05,0.801153,nan,3.089830e+11,3.019963e+11 
1351,6809875.191698,4532.858479,7.453295e+24,10.726583,3.516284e+10,2322.086242,1.243320e-05,0.801047,nan,3.090779e+11,3.020914e+11 
1352,6809276.451354,4533.285395,7.451713e+24,10.726193,3.519195e+10,2322.261418,1.242969e-05,0.800941,nan,3.091729e+11,3.021866e+11 
1353,6808677.711010,4533.712245,7.450132e+24,10.725803,3.522107e+10,2322.436540,1.242618e-05,0.800836,nan,3.092678e+11,3.022817e+11 
1354,6808078.970666,4534.139029,7.448551e+24,10.725413,3.525018e+10,2322.611609,1.242267e-05,0.800730,nan,3.093627e+11,3.023768e+11 
1355,6807480.230322,4534.565746,7.446969e+24,10.725022,3.527930e+10,2322.786624,1.241916e-05,0.800625,nan,3.094576e+11,3.024719e+11 
1356,6806881.489978,4534.992398,7.445388e+24,10.724632,3.530842e+10,2322.961586,1.241566e-05,0.800519,nan,3.095526e+11,3.025670e+11 
1357,6806282.749634,4535.418983,7.443808e+24,10.724241,3.533754e+10,2323.136494,1.241215e-05,0.800414,nan,3.096475e+11,3.026620e+11 
1358,6805684.009290,4535.845503,7.442227e+24,10.723850,3.536667e+10,2323.311349,1.240865e-05,0.800309,nan,3.097424e+11,3.027571e+11 
1359,6805085.268946,4536.271956,7.440646e+24,10.723460,3.539579e+10,2323.486151,1.240515e-05,0.800203,nan,3.098373e+11,3.028522e+11 
1360,6804486.528602,4536.698343,7.439066e+24,10.723069,3.542492e+10,2323.660899,1.240166e-05,0.800098,nan,3.099323e+11,3.029473e+11 
1361,6803887.788258,4537.124664,7.437485e+24,10.722677,3.545405e+10,2323.835594,1.239816e-05,0.799993,nan,3.100272e+11,3.030424e+11 
1362,6803289.047914,4537.550920,7.435905e+24,10.722286,3.548317e+10,2324.010236,1.239467e-05,0.799888,nan,3.101221e+11,3.031375e+11 
1363,6802690.307570,4537.977109,7.434325e+24,10.721895,3.551231e+10,2324.184824,1.239117e-05,0.799782,nan,3.102170e+11,3.032326e+11 
1364,6802091.567226,4538.403233,7.432745e+24,10.721503,3.554144e+10,2324.359359,1.238768e-05,0.799677,nan,3.103119e+11,3.033276e+11 
1365,6801492.826882,4538.829290,7.431165e+24,10.721112,3.557057e+10,2324.533841,1.238420e-05,0.799572,nan,3.104068e+11,3.034227e+11 
1366,6800894.086538,4539.255282,7.429585e+24,10.720720,3.559971e+10,2324.708270,1.238071e-05,0.799467,nan,3.105017e+11,3.035178e+11 
1367,6800295.346194,4539.681208,7.428006e+24,10.720328,3.562885e+10,2324.882646,1.237723e-05,0.799362,nan,3.105966e+11,3.036129e+11 
1368,6799696.605851,4540.107068,7.426426e+24,10.719936,3.565799e+10,2325.056969,1.237374e-05,0.799257,nan,3.106915e+11,3.037079e+11 
1369,6799097.865507,4540.532863,7.424847e+24,10.719544,3.568713e+10,2325.231238,1.237026e-05,0.799152,nan,3.107864e+11,3.038030e+11 
1370,6798499.125163,4540.958592,7.423268e+24,10.719152,3.571627e+10,2325.405455,1.236678e-05,0.799047,nan,3.108813e+11,3.038981e+11 
1371,6797900.384819,4541.384255,7.421689e+24,10.718760,3.574542e+10,2325.579618,1.236331e-05,0.798942,nan,3.109762e+11,3.039931e+11 
1372,6797301.644475,4541.809852,7.420110e+24,10.718368,3.577456e+10,2325.753728,1.235983e-05,0.798838,nan,3.110711e+11,3.040882e+11 
1373,6796702.904131,4542.235384,7.418531e+24,10.717975,3.580371e+10,2325.927786,1.235636e-05,0.798733,nan,3.111660e+11,3.041832e+11 
1374,6796104.163787,4542.660850,7.416952e+24,10.717582,3.583286e+10,2326.101791,1.235289e-05,0.798628,nan,3.112608e+11,3.042783e+11 
1375,6795505.423443,4543.086251,7.415374e+24,10.717190,3.586201e+10,2326.275742,1.234942e-05,0.798523,nan,3.113557e+11,3.043734e+11 
1376,6794906.683099,4543.511586,7.413795e+24,10.716797,3.589116e+10,2326.449641,1.234595e-05,0.798419,nan,3.114506e+11,3.044684e+11 
1377,6794307.942755,4543.936855,7.412217e+24,10.716404,3.592032e+10,2326.623487,1.234248e-05,0.798314,nan,3.115455e+11,3.045635e+11 
1378,6793709.202411,4544.362059,7.410639e+24,10.716011,3.594948e+10,2326.797280,1.233902e-05,0.798210,nan,3.116403e+11,3.046585e+11 
1379,6793110.462067,4544.787197,7.409061e+24,10.715618,3.597863e+10,2326.971020,1.233556e-05,0.798105,nan,3.117352e+11,3.047535e+11 
1380,6792511.721723,4545.212270,7.407483e+24,10.715224,3.600779e+10,2327.144708,1.233210e-05,0.798001,nan,3.118301e+11,3.048486e+11 
1381,6791912.981379,4545.637278,7.405905e+24,10.714831,3.603695e+10,2327.318342,1.232864e-05,0.797896,nan,3.119249e+11,3.049436e+11 
1382,6791314.241035,4546.062220,7.404327e+24,10.714437,3.606612e+10,2327.491924,1.232518e-05,0.797792,nan,3.120198e+11,3.050387e+11 
1383,6790715.500691,4546.487097,7.402750e+24,10.714044,3.609528e+10,2327.665454,1.232172e-05,0.797687,nan,3.121147e+11,3.051337e+11 
1384,6790116.760347,4546.911909,7.401172e+24,10.713650,3.612445e+10,2327.838930,1.231827e-05,0.797583,nan,3.122095e+11,3.052287e+11 
1385,6789518.020003,4547.336655,7.399595e+24,10.713256,3.615362e+10,2328.012354,1.231482e-05,0.797479,nan,3.123044e+11,3.053238e+11 
1386,6788919.279659,4547.761336,7.398018e+24,10.712862,3.618279e+10,2328.185726,1.231137e-05,0.797374,nan,3.123992e+11,3.054188e+11 
1387,6788320.539315,4548.185952,7.396441e+24,10.712468,3.621196e+10,2328.359045,1.230792e-05,0.797270,nan,3.124941e+11,3.055138e+11 
