runname=input_Earth 
layers_found=[silicate,iron] 
phases_found=[pd,pv,ppv,liquid,solid] 
ir_comp_layer=[0,5678] 
ir_phase_layer=[0,1238,5295,10270] 
glob_variab=[[128000000000.0, 4.2, 0.99, 2.1, 2e-05, 3, 3516.34, 1.3347850228117743e-05, 0.7459369579289227, 215373834693.77478, 219528819215.5574, 1, 1, 0, 1265.0],[169650000000.0, 4, 1, 1.4, 2e-05, 3, 3868.6235, 6.639267439902973e-06, 0.5977350803215429, 573403318632.4905, 578673568035.1329, 1, 1, 0, 1265.0],[324500000000.0, 3.3, 1.48, 1.4, 2e-05, 2.1, 4260.0, 8.114115062319741e-06, 0.9714644807972537, 767621201686.7317, 781843694922.8562, 1, 1, 0, 1265.0],[145520000000.0, 4.125, 2.1664000000000003, 0.644, 4e-05, 3, 6129.200000000001, 5.071781924046409e-06, 1.3906064461387704, 1185539027717.2808, 1231726587225.441, 1, 1, 0, 840.0],[207090000000.0, 5.64, 1.6, 0.92, 4e-05, 3, 7399.7484, 7.186760549386661e-06, 0.9451304579076872, 2206278268426.024, 2290378904830.522, 10.760757003919487, 3495833.023854817, 1, 840.0]] 
i_g_change=11453 
i,r,rho,m,g,P,T,alpha,gamma,T_melt_Fe,Kt,Ks 
9122,1787358.228375,11834.377275,2.947096e+23,6.156905,2.970726e+11,5292.638967,5.556933e-06,1.418146,5247.079988,1.146775e+12,1.100859e+12 
9123,1786862.155554,11834.750238,2.944739e+23,6.155398,2.971087e+11,5292.875511,5.556407e-06,1.418118,5247.371176,1.146860e+12,1.100944e+12 
9124,1786366.082733,11835.123105,2.942384e+23,6.153892,2.971449e+11,5293.111992,5.555882e-06,1.418089,5247.662270,1.146946e+12,1.101029e+12 
9125,1785870.009912,11835.495876,2.940031e+23,6.152386,2.971810e+11,5293.348411,5.555357e-06,1.418060,5247.953270,1.147031e+12,1.101114e+12 
9126,1785373.937091,11835.868552,2.937678e+23,6.150880,2.972171e+11,5293.584768,5.554833e-06,1.418031,5248.244176,1.147116e+12,1.101199e+12 
9127,1784877.864270,11836.241132,2.935327e+23,6.149374,2.972532e+11,5293.821063,5.554308e-06,1.418003,5248.534987,1.147202e+12,1.101284e+12 
9128,1784381.791449,11836.613617,2.932977e+23,6.147867,2.972893e+11,5294.057295,5.553784e-06,1.417974,5248.825704,1.147287e+12,1.101369e+12 
9129,1783885.718628,11836.986006,2.930628e+23,6.146361,2.973254e+11,5294.293465,5.553259e-06,1.417945,5249.116327,1.147372e+12,1.101454e+12 
9130,1783389.645807,11837.358300,2.928281e+23,6.144855,2.973615e+11,5294.529573,5.552736e-06,1.417916,5249.406855,1.147457e+12,1.101539e+12 
9131,1782893.572986,11837.730498,2.925934e+23,6.143348,2.973976e+11,5294.765619,5.552212e-06,1.417888,5249.697289,1.147543e+12,1.101624e+12 
9132,1782397.500165,11838.102601,2.923589e+23,6.141842,2.974337e+11,5295.001602,5.551688e-06,1.417859,5249.987629,1.147628e+12,1.101709e+12 
9133,1781901.427344,11838.474608,2.921245e+23,6.140335,2.974697e+11,5295.237523,5.551165e-06,1.417830,5250.277875,1.147713e+12,1.101794e+12 
9134,1781405.354523,11838.846520,2.918903e+23,6.138829,2.975058e+11,5295.473382,5.550642e-06,1.417802,5250.568027,1.147798e+12,1.101879e+12 
9135,1780909.281702,11839.218336,2.916561e+23,6.137322,2.975418e+11,5295.709179,5.550119e-06,1.417773,5250.858084,1.147883e+12,1.101964e+12 
9136,1780413.208881,11839.590057,2.914221e+23,6.135815,2.975779e+11,5295.944913,5.549596e-06,1.417744,5251.148047,1.147969e+12,1.102048e+12 
9137,1779917.136060,11839.961682,2.911882e+23,6.134309,2.976139e+11,5296.180586,5.549074e-06,1.417716,5251.437917,1.148054e+12,1.102133e+12 
9138,1779421.063239,11840.333212,2.909544e+23,6.132802,2.976499e+11,5296.416196,5.548551e-06,1.417687,5251.727692,1.148139e+12,1.102218e+12 
9139,1778924.990419,11840.704646,2.907208e+23,6.131295,2.976860e+11,5296.651743,5.548029e-06,1.417658,5252.017373,1.148224e+12,1.102303e+12 
9140,1778428.917598,11841.075985,2.904873e+23,6.129788,2.977220e+11,5296.887229,5.547507e-06,1.417630,5252.306960,1.148309e+12,1.102388e+12 
9141,1777932.844777,11841.447228,2.902539e+23,6.128282,2.977580e+11,5297.122652,5.546985e-06,1.417601,5252.596453,1.148394e+12,1.102472e+12 
9142,1777436.771956,11841.818376,2.900206e+23,6.126775,2.977940e+11,5297.358013,5.546464e-06,1.417572,5252.885852,1.148479e+12,1.102557e+12 
9143,1776940.699135,11842.189428,2.897874e+23,6.125268,2.978299e+11,5297.593312,5.545942e-06,1.417544,5253.175157,1.148564e+12,1.102642e+12 
9144,1776444.626314,11842.560385,2.895544e+23,6.123761,2.978659e+11,5297.828549,5.545421e-06,1.417515,5253.464369,1.148649e+12,1.102726e+12 
9145,1775948.553493,11842.931247,2.893215e+23,6.122254,2.979019e+11,5298.063723,5.544900e-06,1.417487,5253.753486,1.148734e+12,1.102811e+12 
9146,1775452.480672,11843.302013,2.890887e+23,6.120747,2.979379e+11,5298.298835,5.544380e-06,1.417458,5254.042509,1.148819e+12,1.102896e+12 
9147,1774956.407851,11843.672683,2.888560e+23,6.119240,2.979738e+11,5298.533885,5.543859e-06,1.417429,5254.331438,1.148904e+12,1.102980e+12 
9148,1774460.335030,11844.043258,2.886235e+23,6.117733,2.980098e+11,5298.768873,5.543339e-06,1.417401,5254.620274,1.148989e+12,1.103065e+12 
9149,1773964.262209,11844.413737,2.883911e+23,6.116225,2.980457e+11,5299.003799,5.542819e-06,1.417372,5254.909016,1.149074e+12,1.103149e+12 
9150,1773468.189388,11844.784121,2.881588e+23,6.114718,2.980816e+11,5299.238662,5.542299e-06,1.417344,5255.197664,1.149159e+12,1.103234e+12 
9151,1772972.116567,11845.154410,2.879266e+23,6.113211,2.981176e+11,5299.473463,5.541779e-06,1.417315,5255.486218,1.149243e+12,1.103318e+12 
9152,1772476.043746,11845.524603,2.876945e+23,6.111704,2.981535e+11,5299.708202,5.541259e-06,1.417287,5255.774678,1.149328e+12,1.103403e+12 
9153,1771979.970925,11845.894701,2.874626e+23,6.110196,2.981894e+11,5299.942879,5.540740e-06,1.417258,5256.063044,1.149413e+12,1.103487e+12 
9154,1771483.898104,11846.264703,2.872308e+23,6.108689,2.982253e+11,5300.177494,5.540221e-06,1.417230,5256.351317,1.149498e+12,1.103572e+12 
9155,1770987.825283,11846.634609,2.869991e+23,6.107182,2.982612e+11,5300.412046,5.539702e-06,1.417201,5256.639496,1.149583e+12,1.103656e+12 
9156,1770491.752462,11847.004420,2.867676e+23,6.105674,2.982971e+11,5300.646536,5.539183e-06,1.417173,5256.927581,1.149667e+12,1.103741e+12 
9157,1769995.679641,11847.374136,2.865361e+23,6.104167,2.983330e+11,5300.880964,5.538665e-06,1.417144,5257.215573,1.149752e+12,1.103825e+12 
9158,1769499.606820,11847.743756,2.863048e+23,6.102659,2.983688e+11,5301.115330,5.538146e-06,1.417116,5257.503471,1.149837e+12,1.103910e+12 
9159,1769003.533999,11848.113281,2.860736e+23,6.101152,2.984047e+11,5301.349633,5.537628e-06,1.417087,5257.791275,1.149922e+12,1.103994e+12 
9160,1768507.461178,11848.482710,2.858425e+23,6.099644,2.984405e+11,5301.583875,5.537110e-06,1.417059,5258.078986,1.150006e+12,1.104078e+12 
9161,1768011.388357,11848.852044,2.856116e+23,6.098136,2.984764e+11,5301.818054,5.536592e-06,1.417030,5258.366603,1.150091e+12,1.104163e+12 
9162,1767515.315536,11849.221283,2.853808e+23,6.096629,2.985122e+11,5302.052171,5.536075e-06,1.417002,5258.654126,1.150176e+12,1.104247e+12 
9163,1767019.242715,11849.590425,2.851501e+23,6.095121,2.985481e+11,5302.286226,5.535557e-06,1.416974,5258.941556,1.150260e+12,1.104331e+12 
9164,1766523.169894,11849.959473,2.849195e+23,6.093613,2.985839e+11,5302.520219,5.535040e-06,1.416945,5259.228892,1.150345e+12,1.104416e+12 
9165,1766027.097073,11850.328425,2.846890e+23,6.092105,2.986197e+11,5302.754149,5.534523e-06,1.416917,5259.516135,1.150429e+12,1.104500e+12 
9166,1765531.024252,11850.697281,2.844587e+23,6.090597,2.986555e+11,5302.988017,5.534006e-06,1.416888,5259.803284,1.150514e+12,1.104584e+12 
9167,1765034.951431,11851.066042,2.842285e+23,6.089090,2.986913e+11,5303.221823,5.533490e-06,1.416860,5260.090340,1.150598e+12,1.104668e+12 
9168,1764538.878610,11851.434708,2.839984e+23,6.087582,2.987271e+11,5303.455567,5.532973e-06,1.416832,5260.377302,1.150683e+12,1.104752e+12 
9169,1764042.805789,11851.803278,2.837684e+23,6.086074,2.987629e+11,5303.689249,5.532457e-06,1.416803,5260.664171,1.150767e+12,1.104837e+12 
9170,1763546.732968,11852.171753,2.835386e+23,6.084566,2.987987e+11,5303.922869,5.531941e-06,1.416775,5260.950947,1.150852e+12,1.104921e+12 
9171,1763050.660147,11852.540132,2.833088e+23,6.083058,2.988345e+11,5304.156426,5.531425e-06,1.416746,5261.237629,1.150936e+12,1.105005e+12 
9172,1762554.587326,11852.908416,2.830792e+23,6.081550,2.988702e+11,5304.389922,5.530910e-06,1.416718,5261.524218,1.151021e+12,1.105089e+12 
9173,1762058.514505,11853.276604,2.828497e+23,6.080041,2.989060e+11,5304.623355,5.530395e-06,1.416690,5261.810713,1.151105e+12,1.105173e+12 
9174,1761562.441684,11853.644697,2.826204e+23,6.078533,2.989417e+11,5304.856726,5.529879e-06,1.416661,5262.097115,1.151190e+12,1.105257e+12 
9175,1761066.368863,11854.012695,2.823911e+23,6.077025,2.989775e+11,5305.090034,5.529364e-06,1.416633,5262.383423,1.151274e+12,1.105341e+12 
9176,1760570.296042,11854.380597,2.821620e+23,6.075517,2.990132e+11,5305.323281,5.528850e-06,1.416605,5262.669639,1.151358e+12,1.105425e+12 
9177,1760074.223221,11854.748404,2.819330e+23,6.074009,2.990489e+11,5305.556466,5.528335e-06,1.416576,5262.955761,1.151443e+12,1.105509e+12 
9178,1759578.150400,11855.116115,2.817042e+23,6.072500,2.990846e+11,5305.789588,5.527821e-06,1.416548,5263.241790,1.151527e+12,1.105593e+12 
9179,1759082.077579,11855.483730,2.814754e+23,6.070992,2.991203e+11,5306.022648,5.527306e-06,1.416520,5263.527725,1.151611e+12,1.105677e+12 
9180,1758586.004758,11855.851251,2.812468e+23,6.069484,2.991560e+11,5306.255646,5.526792e-06,1.416492,5263.813568,1.151696e+12,1.105761e+12 
9181,1758089.931937,11856.218676,2.810183e+23,6.067975,2.991917e+11,5306.488582,5.526278e-06,1.416463,5264.099317,1.151780e+12,1.105845e+12 
9182,1757593.859116,11856.586005,2.807899e+23,6.066467,2.992274e+11,5306.721456,5.525765e-06,1.416435,5264.384973,1.151864e+12,1.105929e+12 
9183,1757097.786295,11856.953239,2.805616e+23,6.064958,2.992631e+11,5306.954267,5.525251e-06,1.416407,5264.670535,1.151948e+12,1.106013e+12 
9184,1756601.713474,11857.320378,2.803335e+23,6.063450,2.992988e+11,5307.187017,5.524738e-06,1.416379,5264.956005,1.152033e+12,1.106097e+12 
9185,1756105.640653,11857.687421,2.801055e+23,6.061941,2.993344e+11,5307.419704,5.524225e-06,1.416350,5265.241381,1.152117e+12,1.106181e+12 
9186,1755609.567832,11858.054368,2.798776e+23,6.060432,2.993701e+11,5307.652329,5.523712e-06,1.416322,5265.526665,1.152201e+12,1.106265e+12 
9187,1755113.495011,11858.421221,2.796498e+23,6.058924,2.994057e+11,5307.884893,5.523200e-06,1.416294,5265.811855,1.152285e+12,1.106349e+12 
9188,1754617.422190,11858.787977,2.794221e+23,6.057415,2.994414e+11,5308.117393,5.522687e-06,1.416266,5266.096952,1.152369e+12,1.106432e+12 
9189,1754121.349369,11859.154639,2.791946e+23,6.055906,2.994770e+11,5308.349832,5.522175e-06,1.416237,5266.381957,1.152453e+12,1.106516e+12 
9190,1753625.276548,11859.521205,2.789672e+23,6.054398,2.995126e+11,5308.582209,5.521663e-06,1.416209,5266.666868,1.152537e+12,1.106600e+12 
9191,1753129.203727,11859.887675,2.787399e+23,6.052889,2.995482e+11,5308.814523,5.521151e-06,1.416181,5266.951686,1.152622e+12,1.106684e+12 
9192,1752633.130906,11860.254051,2.785127e+23,6.051380,2.995838e+11,5309.046776,5.520640e-06,1.416153,5267.236411,1.152706e+12,1.106768e+12 
9193,1752137.058085,11860.620330,2.782857e+23,6.049871,2.996194e+11,5309.278966,5.520128e-06,1.416125,5267.521044,1.152790e+12,1.106851e+12 
9194,1751640.985264,11860.986515,2.780588e+23,6.048362,2.996550e+11,5309.511094,5.519617e-06,1.416097,5267.805583,1.152874e+12,1.106935e+12 
9195,1751144.912443,11861.352603,2.778320e+23,6.046853,2.996906e+11,5309.743160,5.519106e-06,1.416068,5268.090029,1.152958e+12,1.107019e+12 
9196,1750648.839622,11861.718597,2.776053e+23,6.045344,2.997262e+11,5309.975164,5.518595e-06,1.416040,5268.374383,1.153042e+12,1.107102e+12 
9197,1750152.766801,11862.084495,2.773787e+23,6.043835,2.997618e+11,5310.207106,5.518084e-06,1.416012,5268.658643,1.153126e+12,1.107186e+12 
9198,1749656.693980,11862.450298,2.771523e+23,6.042326,2.997973e+11,5310.438986,5.517574e-06,1.415984,5268.942811,1.153209e+12,1.107270e+12 
9199,1749160.621159,11862.816005,2.769260e+23,6.040817,2.998329e+11,5310.670804,5.517064e-06,1.415956,5269.226886,1.153293e+12,1.107353e+12 
9200,1748664.548338,11863.181617,2.766998e+23,6.039308,2.998684e+11,5310.902559,5.516553e-06,1.415928,5269.510868,1.153377e+12,1.107437e+12 
9201,1748168.475517,11863.547133,2.764737e+23,6.037799,2.999040e+11,5311.134252,5.516044e-06,1.415900,5269.794757,1.153461e+12,1.107520e+12 
9202,1747672.402696,11863.912554,2.762477e+23,6.036290,2.999395e+11,5311.365884,5.515534e-06,1.415872,5270.078554,1.153545e+12,1.107604e+12 
9203,1747176.329875,11864.277880,2.760219e+23,6.034780,2.999750e+11,5311.597453,5.515024e-06,1.415844,5270.362258,1.153629e+12,1.107687e+12 
9204,1746680.257054,11864.643110,2.757962e+23,6.033271,3.000105e+11,5311.828960,5.514515e-06,1.415816,5270.645869,1.153713e+12,1.107771e+12 
9205,1746184.184233,11865.008245,2.755706e+23,6.031762,3.000460e+11,5312.060405,5.514006e-06,1.415787,5270.929387,1.153796e+12,1.107854e+12 
9206,1745688.111412,11865.373284,2.753451e+23,6.030252,3.000815e+11,5312.291788,5.513497e-06,1.415759,5271.212813,1.153880e+12,1.107938e+12 
9207,1745192.038591,11865.738228,2.751198e+23,6.028743,3.001170e+11,5312.523109,5.512988e-06,1.415731,5271.496146,1.153964e+12,1.108021e+12 
9208,1744695.965770,11866.103077,2.748945e+23,6.027234,3.001525e+11,5312.754367,5.512480e-06,1.415703,5271.779386,1.154048e+12,1.108105e+12 
9209,1744199.892949,11866.467830,2.746694e+23,6.025724,3.001880e+11,5312.985564,5.511972e-06,1.415675,5272.062533,1.154131e+12,1.108188e+12 
9210,1743703.820128,11866.832488,2.744445e+23,6.024215,3.002234e+11,5313.216699,5.511463e-06,1.415647,5272.345588,1.154215e+12,1.108272e+12 
9211,1743207.747307,11867.197050,2.742196e+23,6.022705,3.002589e+11,5313.447771,5.510956e-06,1.415619,5272.628551,1.154299e+12,1.108355e+12 
9212,1742711.674486,11867.561517,2.739949e+23,6.021196,3.002944e+11,5313.678781,5.510448e-06,1.415591,5272.911421,1.154383e+12,1.108438e+12 
9213,1742215.601665,11867.925889,2.737702e+23,6.019686,3.003298e+11,5313.909730,5.509940e-06,1.415563,5273.194198,1.154466e+12,1.108522e+12 
9214,1741719.528844,11868.290165,2.735457e+23,6.018176,3.003652e+11,5314.140616,5.509433e-06,1.415535,5273.476882,1.154550e+12,1.108605e+12 
9215,1741223.456023,11868.654346,2.733214e+23,6.016667,3.004007e+11,5314.371440,5.508926e-06,1.415507,5273.759475,1.154633e+12,1.108688e+12 
9216,1740727.383203,11869.018431,2.730971e+23,6.015157,3.004361e+11,5314.602202,5.508419e-06,1.415479,5274.041974,1.154717e+12,1.108771e+12 
9217,1740231.310382,11869.382421,2.728730e+23,6.013647,3.004715e+11,5314.832902,5.507912e-06,1.415451,5274.324381,1.154801e+12,1.108855e+12 
9218,1739735.237561,11869.746316,2.726489e+23,6.012137,3.005069e+11,5315.063540,5.507406e-06,1.415424,5274.606696,1.154884e+12,1.108938e+12 
9219,1739239.164740,11870.110116,2.724250e+23,6.010628,3.005423e+11,5315.294116,5.506899e-06,1.415396,5274.888918,1.154968e+12,1.109021e+12 
9220,1738743.091919,11870.473819,2.722013e+23,6.009118,3.005777e+11,5315.524629,5.506393e-06,1.415368,5275.171048,1.155051e+12,1.109104e+12 
9221,1738247.019098,11870.837428,2.719776e+23,6.007608,3.006131e+11,5315.755081,5.505887e-06,1.415340,5275.453086,1.155135e+12,1.109188e+12 
9222,1737750.946277,11871.200941,2.717541e+23,6.006098,3.006484e+11,5315.985471,5.505381e-06,1.415312,5275.735031,1.155218e+12,1.109271e+12 
9223,1737254.873456,11871.564359,2.715307e+23,6.004588,3.006838e+11,5316.215798,5.504876e-06,1.415284,5276.016884,1.155302e+12,1.109354e+12 
9224,1736758.800635,11871.927681,2.713074e+23,6.003078,3.007192e+11,5316.446064,5.504370e-06,1.415256,5276.298644,1.155385e+12,1.109437e+12 
9225,1736262.727814,11872.290908,2.710842e+23,6.001568,3.007545e+11,5316.676267,5.503865e-06,1.415228,5276.580312,1.155468e+12,1.109520e+12 
9226,1735766.654993,11872.654040,2.708612e+23,6.000058,3.007899e+11,5316.906409,5.503360e-06,1.415200,5276.861888,1.155552e+12,1.109603e+12 
9227,1735270.582172,11873.017077,2.706382e+23,5.998548,3.008252e+11,5317.136488,5.502855e-06,1.415172,5277.143371,1.155635e+12,1.109686e+12 
9228,1734774.509351,11873.380017,2.704154e+23,5.997038,3.008605e+11,5317.366505,5.502351e-06,1.415145,5277.424762,1.155718e+12,1.109769e+12 
9229,1734278.436530,11873.742863,2.701927e+23,5.995528,3.008958e+11,5317.596461,5.501846e-06,1.415117,5277.706061,1.155802e+12,1.109852e+12 
9230,1733782.363709,11874.105613,2.699702e+23,5.994018,3.009312e+11,5317.826354,5.501342e-06,1.415089,5277.987268,1.155885e+12,1.109935e+12 
9231,1733286.290888,11874.468268,2.697477e+23,5.992507,3.009665e+11,5318.056185,5.500838e-06,1.415061,5278.268383,1.155968e+12,1.110018e+12 
9232,1732790.218067,11874.830828,2.695254e+23,5.990997,3.010017e+11,5318.285954,5.500334e-06,1.415033,5278.549405,1.156052e+12,1.110101e+12 
9233,1732294.145246,11875.193292,2.693032e+23,5.989487,3.010370e+11,5318.515661,5.499831e-06,1.415005,5278.830335,1.156135e+12,1.110184e+12 
9234,1731798.072425,11875.555661,2.690811e+23,5.987977,3.010723e+11,5318.745306,5.499327e-06,1.414978,5279.111173,1.156218e+12,1.110267e+12 
9235,1731301.999604,11875.917934,2.688591e+23,5.986466,3.011076e+11,5318.974889,5.498824e-06,1.414950,5279.391919,1.156301e+12,1.110350e+12 
9236,1730805.926783,11876.280112,2.686373e+23,5.984956,3.011429e+11,5319.204410,5.498321e-06,1.414922,5279.672573,1.156385e+12,1.110433e+12 
9237,1730309.853962,11876.642195,2.684156e+23,5.983445,3.011781e+11,5319.433869,5.497818e-06,1.414894,5279.953134,1.156468e+12,1.110516e+12 
9238,1729813.781141,11877.004182,2.681940e+23,5.981935,3.012134e+11,5319.663266,5.497315e-06,1.414866,5280.233604,1.156551e+12,1.110599e+12 
9239,1729317.708320,11877.366074,2.679725e+23,5.980424,3.012486e+11,5319.892601,5.496813e-06,1.414839,5280.513982,1.156634e+12,1.110681e+12 
9240,1728821.635499,11877.727871,2.677511e+23,5.978914,3.012838e+11,5320.121874,5.496310e-06,1.414811,5280.794267,1.156717e+12,1.110764e+12 
9241,1728325.562678,11878.089572,2.675299e+23,5.977403,3.013191e+11,5320.351085,5.495808e-06,1.414783,5281.074461,1.156800e+12,1.110847e+12 
9242,1727829.489857,11878.451178,2.673087e+23,5.975893,3.013543e+11,5320.580234,5.495306e-06,1.414755,5281.354562,1.156883e+12,1.110930e+12 
9243,1727333.417036,11878.812689,2.670877e+23,5.974382,3.013895e+11,5320.809320,5.494805e-06,1.414728,5281.634572,1.156966e+12,1.111013e+12 
9244,1726837.344215,11879.174104,2.668669e+23,5.972872,3.014247e+11,5321.038345,5.494303e-06,1.414700,5281.914489,1.157049e+12,1.111095e+12 
9245,1726341.271394,11879.535424,2.666461e+23,5.971361,3.014599e+11,5321.267308,5.493802e-06,1.414672,5282.194315,1.157132e+12,1.111178e+12 
9246,1725845.198573,11879.896648,2.664254e+23,5.969850,3.014951e+11,5321.496209,5.493301e-06,1.414645,5282.474049,1.157215e+12,1.111261e+12 
9247,1725349.125752,11880.257778,2.662049e+23,5.968339,3.015302e+11,5321.725048,5.492800e-06,1.414617,5282.753691,1.157298e+12,1.111343e+12 
9248,1724853.052931,11880.618812,2.659845e+23,5.966829,3.015654e+11,5321.953824,5.492299e-06,1.414589,5283.033241,1.157381e+12,1.111426e+12 
9249,1724356.980110,11880.979750,2.657642e+23,5.965318,3.016006e+11,5322.182539,5.491799e-06,1.414562,5283.312699,1.157464e+12,1.111509e+12 
9250,1723860.907289,11881.340593,2.655441e+23,5.963807,3.016357e+11,5322.411192,5.491298e-06,1.414534,5283.592065,1.157547e+12,1.111591e+12 
9251,1723364.834468,11881.701341,2.653240e+23,5.962296,3.016709e+11,5322.639783,5.490798e-06,1.414506,5283.871340,1.157630e+12,1.111674e+12 
9252,1722868.761647,11882.061994,2.651041e+23,5.960785,3.017060e+11,5322.868311,5.490298e-06,1.414479,5284.150523,1.157713e+12,1.111756e+12 
9253,1722372.688826,11882.422551,2.648843e+23,5.959274,3.017411e+11,5323.096778,5.489798e-06,1.414451,5284.429614,1.157796e+12,1.111839e+12 
9254,1721876.616005,11882.783013,2.646646e+23,5.957763,3.017763e+11,5323.325183,5.489299e-06,1.414423,5284.708613,1.157879e+12,1.111921e+12 
9255,1721380.543184,11883.143380,2.644451e+23,5.956252,3.018114e+11,5323.553526,5.488799e-06,1.414396,5284.987520,1.157961e+12,1.112004e+12 
9256,1720884.470363,11883.503651,2.642256e+23,5.954741,3.018465e+11,5323.781806,5.488300e-06,1.414368,5285.266336,1.158044e+12,1.112086e+12 
9257,1720388.397542,11883.863827,2.640063e+23,5.953230,3.018816e+11,5324.010025,5.487801e-06,1.414340,5285.545060,1.158127e+12,1.112169e+12 
9258,1719892.324721,11884.223907,2.637871e+23,5.951719,3.019167e+11,5324.238182,5.487302e-06,1.414313,5285.823693,1.158210e+12,1.112251e+12 
9259,1719396.251900,11884.583893,2.635680e+23,5.950208,3.019518e+11,5324.466277,5.486804e-06,1.414285,5286.102233,1.158293e+12,1.112334e+12 
9260,1718900.179079,11884.943783,2.633490e+23,5.948697,3.019868e+11,5324.694310,5.486305e-06,1.414258,5286.380682,1.158375e+12,1.112416e+12 
9261,1718404.106258,11885.303577,2.631302e+23,5.947186,3.020219e+11,5324.922280,5.485807e-06,1.414230,5286.659040,1.158458e+12,1.112499e+12 
9262,1717908.033437,11885.663277,2.629115e+23,5.945674,3.020570e+11,5325.150189,5.485309e-06,1.414203,5286.937306,1.158541e+12,1.112581e+12 
9263,1717411.960616,11886.022881,2.626929e+23,5.944163,3.020920e+11,5325.378036,5.484811e-06,1.414175,5287.215480,1.158623e+12,1.112663e+12 
9264,1716915.887795,11886.382390,2.624744e+23,5.942652,3.021271e+11,5325.605821,5.484314e-06,1.414147,5287.493563,1.158706e+12,1.112746e+12 
9265,1716419.814974,11886.741803,2.622560e+23,5.941141,3.021621e+11,5325.833544,5.483816e-06,1.414120,5287.771554,1.158789e+12,1.112828e+12 
9266,1715923.742153,11887.101121,2.620378e+23,5.939629,3.021971e+11,5326.061205,5.483319e-06,1.414092,5288.049454,1.158871e+12,1.112910e+12 
9267,1715427.669332,11887.460344,2.618196e+23,5.938118,3.022322e+11,5326.288804,5.482822e-06,1.414065,5288.327262,1.158954e+12,1.112993e+12 
9268,1714931.596511,11887.819472,2.616016e+23,5.936607,3.022672e+11,5326.516341,5.482325e-06,1.414037,5288.604978,1.159036e+12,1.113075e+12 
9269,1714435.523690,11888.178504,2.613838e+23,5.935095,3.023022e+11,5326.743816,5.481828e-06,1.414010,5288.882604,1.159119e+12,1.113157e+12 
9270,1713939.450869,11888.537441,2.611660e+23,5.933584,3.023372e+11,5326.971229,5.481332e-06,1.413982,5289.160137,1.159201e+12,1.113239e+12 
9271,1713443.378048,11888.896282,2.609483e+23,5.932072,3.023722e+11,5327.198580,5.480835e-06,1.413955,5289.437580,1.159284e+12,1.113322e+12 
9272,1712947.305227,11889.255029,2.607308e+23,5.930561,3.024071e+11,5327.425870,5.480339e-06,1.413927,5289.714931,1.159366e+12,1.113404e+12 
9273,1712451.232406,11889.613680,2.605134e+23,5.929049,3.024421e+11,5327.653097,5.479843e-06,1.413900,5289.992190,1.159449e+12,1.113486e+12 
9274,1711955.159585,11889.972235,2.602961e+23,5.927538,3.024771e+11,5327.880262,5.479348e-06,1.413872,5290.269358,1.159531e+12,1.113568e+12 
9275,1711459.086764,11890.330696,2.600789e+23,5.926026,3.025120e+11,5328.107366,5.478852e-06,1.413845,5290.546435,1.159614e+12,1.113650e+12 
9276,1710963.013943,11890.689061,2.598619e+23,5.924514,3.025470e+11,5328.334407,5.478357e-06,1.413818,5290.823421,1.159696e+12,1.113732e+12 
9277,1710466.941122,11891.047331,2.596450e+23,5.923003,3.025819e+11,5328.561386,5.477861e-06,1.413790,5291.100315,1.159779e+12,1.113814e+12 
9278,1709970.868301,11891.405505,2.594281e+23,5.921491,3.026169e+11,5328.788304,5.477367e-06,1.413763,5291.377118,1.159861e+12,1.113896e+12 
9279,1709474.795480,11891.763585,2.592114e+23,5.919979,3.026518e+11,5329.015160,5.476872e-06,1.413735,5291.653830,1.159943e+12,1.113979e+12 
9280,1708978.722659,11892.121569,2.589949e+23,5.918467,3.026867e+11,5329.241953,5.476377e-06,1.413708,5291.930450,1.160026e+12,1.114061e+12 
9281,1708482.649838,11892.479457,2.587784e+23,5.916956,3.027216e+11,5329.468685,5.475883e-06,1.413680,5292.206979,1.160108e+12,1.114143e+12 
9282,1707986.577017,11892.837251,2.585621e+23,5.915444,3.027565e+11,5329.695355,5.475389e-06,1.413653,5292.483417,1.160190e+12,1.114225e+12 
9283,1707490.504196,11893.194949,2.583459e+23,5.913932,3.027914e+11,5329.921963,5.474895e-06,1.413626,5292.759764,1.160272e+12,1.114307e+12 
9284,1706994.431375,11893.552552,2.581298e+23,5.912420,3.028263e+11,5330.148509,5.474401e-06,1.413598,5293.036020,1.160355e+12,1.114388e+12 
9285,1706498.358554,11893.910059,2.579138e+23,5.910908,3.028612e+11,5330.374993,5.473907e-06,1.413571,5293.312184,1.160437e+12,1.114470e+12 
9286,1706002.285733,11894.267472,2.576979e+23,5.909396,3.028961e+11,5330.601415,5.473414e-06,1.413544,5293.588257,1.160519e+12,1.114552e+12 
9287,1705506.212912,11894.624789,2.574822e+23,5.907884,3.029309e+11,5330.827775,5.472920e-06,1.413516,5293.864239,1.160601e+12,1.114634e+12 
9288,1705010.140091,11894.982011,2.572666e+23,5.906372,3.029658e+11,5331.054073,5.472427e-06,1.413489,5294.140131,1.160683e+12,1.114716e+12 
9289,1704514.067270,11895.339137,2.570511e+23,5.904860,3.030006e+11,5331.280309,5.471934e-06,1.413462,5294.415931,1.160766e+12,1.114798e+12 
9290,1704017.994449,11895.696168,2.568357e+23,5.903348,3.030355e+11,5331.506484,5.471442e-06,1.413434,5294.691640,1.160848e+12,1.114880e+12 
