runname=input_Earth 
layers_found=[silicate,iron] 
phases_found=[pd,pv,ppv,liquid,solid] 
ir_comp_layer=[0,5678] 
ir_phase_layer=[0,1238,5295,10270] 
glob_variab=[[128000000000.0, 4.2, 0.99, 2.1, 2e-05, 3, 3516.34, 1.3347850228117743e-05, 0.7459369579289227, 215373834693.77478, 219528819215.5574, 1, 1, 0, 1265.0],[169650000000.0, 4, 1, 1.4, 2e-05, 3, 3868.6235, 6.639267439902973e-06, 0.5977350803215429, 573403318632.4905, 578673568035.1329, 1, 1, 0, 1265.0],[324500000000.0, 3.3, 1.48, 1.4, 2e-05, 2.1, 4260.0, 8.114115062319741e-06, 0.9714644807972537, 767621201686.7317, 781843694922.8562, 1, 1, 0, 1265.0],[145520000000.0, 4.125, 2.1664000000000003, 0.644, 4e-05, 3, 6129.200000000001, 5.071781924046409e-06, 1.3906064461387704, 1185539027717.2808, 1231726587225.441, 1, 1, 0, 840.0],[207090000000.0, 5.64, 1.6, 0.92, 4e-05, 3, 7399.7484, 7.186760549386661e-06, 0.9451304579076872, 2206278268426.024, 2290378904830.522, 10.760757003919487, 3495833.023854817, 1, 840.0]] 
i_g_change=11453 
i,r,rho,m,g,P,T,alpha,gamma,T_melt_Fe,Kt,Ks 
2364,5139818.352605,4729.090243,3.984405e+24,10.066055,4.898032e+10,2070.081018,1.094880e-05,0.754902,nan,3.530514e+11,3.471124e+11 
2365,5139322.279784,4729.406547,3.983626e+24,10.066030,4.900394e+10,2070.185534,1.094661e-05,0.754831,nan,3.531259e+11,3.471871e+11 
2366,5138826.206963,4729.722826,3.982847e+24,10.066006,4.902756e+10,2070.290030,1.094441e-05,0.754760,nan,3.532004e+11,3.472617e+11 
2367,5138330.134142,4730.039079,3.982069e+24,10.065982,4.905117e+10,2070.394506,1.094221e-05,0.754690,nan,3.532749e+11,3.473364e+11 
2368,5137834.061321,4730.355308,3.981290e+24,10.065957,4.907479e+10,2070.498962,1.094002e-05,0.754619,nan,3.533494e+11,3.474111e+11 
2369,5137337.988500,4730.671511,3.980512e+24,10.065933,4.909842e+10,2070.603398,1.093783e-05,0.754548,nan,3.534239e+11,3.474857e+11 
2370,5136841.915679,4730.987689,3.979733e+24,10.065909,4.912204e+10,2070.707815,1.093563e-05,0.754478,nan,3.534984e+11,3.475604e+11 
2371,5136345.842858,4731.303842,3.978955e+24,10.065885,4.914566e+10,2070.812211,1.093344e-05,0.754407,nan,3.535729e+11,3.476351e+11 
2372,5135849.770037,4731.619970,3.978177e+24,10.065861,4.916929e+10,2070.916588,1.093125e-05,0.754337,nan,3.536474e+11,3.477097e+11 
2373,5135353.697216,4731.936073,3.977399e+24,10.065837,4.919292e+10,2071.020946,1.092906e-05,0.754266,nan,3.537219e+11,3.477844e+11 
2374,5134857.624395,4732.252151,3.976621e+24,10.065813,4.921655e+10,2071.125283,1.092687e-05,0.754196,nan,3.537964e+11,3.478591e+11 
2375,5134361.551574,4732.568203,3.975844e+24,10.065789,4.924018e+10,2071.229601,1.092468e-05,0.754125,nan,3.538709e+11,3.479337e+11 
2376,5133865.478753,4732.884231,3.975066e+24,10.065765,4.926381e+10,2071.333899,1.092249e-05,0.754055,nan,3.539454e+11,3.480084e+11 
2377,5133369.405932,4733.200233,3.974288e+24,10.065741,4.928744e+10,2071.438177,1.092030e-05,0.753984,nan,3.540199e+11,3.480831e+11 
2378,5132873.333111,4733.516211,3.973511e+24,10.065717,4.931108e+10,2071.542435,1.091812e-05,0.753914,nan,3.540944e+11,3.481578e+11 
2379,5132377.260290,4733.832163,3.972734e+24,10.065693,4.933472e+10,2071.646674,1.091593e-05,0.753843,nan,3.541689e+11,3.482324e+11 
2380,5131881.187469,4734.148091,3.971956e+24,10.065670,4.935835e+10,2071.750893,1.091375e-05,0.753773,nan,3.542434e+11,3.483071e+11 
2381,5131385.114648,4734.463993,3.971179e+24,10.065646,4.938199e+10,2071.855093,1.091156e-05,0.753702,nan,3.543179e+11,3.483818e+11 
2382,5130889.041827,4734.779870,3.970402e+24,10.065623,4.940563e+10,2071.959272,1.090938e-05,0.753632,nan,3.543924e+11,3.484565e+11 
2383,5130392.969006,4735.095723,3.969625e+24,10.065599,4.942928e+10,2072.063432,1.090720e-05,0.753562,nan,3.544669e+11,3.485311e+11 
2384,5129896.896185,4735.411550,3.968848e+24,10.065576,4.945292e+10,2072.167573,1.090501e-05,0.753491,nan,3.545414e+11,3.486058e+11 
2385,5129400.823364,4735.727352,3.968071e+24,10.065552,4.947657e+10,2072.271693,1.090283e-05,0.753421,nan,3.546159e+11,3.486805e+11 
2386,5128904.750543,4736.043130,3.967295e+24,10.065529,4.950022e+10,2072.375794,1.090065e-05,0.753351,nan,3.546904e+11,3.487552e+11 
2387,5128408.677722,4736.358882,3.966518e+24,10.065505,4.952386e+10,2072.479876,1.089847e-05,0.753280,nan,3.547649e+11,3.488299e+11 
2388,5127912.604901,4736.674610,3.965742e+24,10.065482,4.954751e+10,2072.583937,1.089629e-05,0.753210,nan,3.548395e+11,3.489045e+11 
2389,5127416.532080,4736.990312,3.964965e+24,10.065459,4.957117e+10,2072.687979,1.089411e-05,0.753140,nan,3.549140e+11,3.489792e+11 
2390,5126920.459259,4737.305990,3.964189e+24,10.065436,4.959482e+10,2072.792002,1.089194e-05,0.753069,nan,3.549885e+11,3.490539e+11 
2391,5126424.386438,4737.621642,3.963413e+24,10.065413,4.961848e+10,2072.896005,1.088976e-05,0.752999,nan,3.550630e+11,3.491286e+11 
2392,5125928.313618,4737.937270,3.962637e+24,10.065390,4.964213e+10,2072.999988,1.088758e-05,0.752929,nan,3.551375e+11,3.492033e+11 
2393,5125432.240797,4738.252873,3.961861e+24,10.065367,4.966579e+10,2073.103951,1.088541e-05,0.752859,nan,3.552120e+11,3.492780e+11 
2394,5124936.167976,4738.568451,3.961085e+24,10.065344,4.968945e+10,2073.207895,1.088323e-05,0.752789,nan,3.552865e+11,3.493527e+11 
2395,5124440.095155,4738.884004,3.960309e+24,10.065321,4.971311e+10,2073.311820,1.088106e-05,0.752718,nan,3.553610e+11,3.494273e+11 
2396,5123944.022334,4739.199533,3.959533e+24,10.065298,4.973677e+10,2073.415725,1.087889e-05,0.752648,nan,3.554356e+11,3.495020e+11 
2397,5123447.949513,4739.515036,3.958758e+24,10.065275,4.976044e+10,2073.519610,1.087671e-05,0.752578,nan,3.555101e+11,3.495767e+11 
2398,5122951.876692,4739.830515,3.957982e+24,10.065252,4.978410e+10,2073.623475,1.087454e-05,0.752508,nan,3.555846e+11,3.496514e+11 
2399,5122455.803871,4740.145968,3.957207e+24,10.065230,4.980777e+10,2073.727321,1.087237e-05,0.752438,nan,3.556591e+11,3.497261e+11 
2400,5121959.731050,4740.461397,3.956431e+24,10.065207,4.983144e+10,2073.831148,1.087020e-05,0.752368,nan,3.557336e+11,3.498008e+11 
2401,5121463.658229,4740.776801,3.955656e+24,10.065185,4.985511e+10,2073.934955,1.086803e-05,0.752298,nan,3.558081e+11,3.498755e+11 
2402,5120967.585408,4741.092181,3.954881e+24,10.065162,4.987878e+10,2074.038742,1.086586e-05,0.752228,nan,3.558827e+11,3.499502e+11 
2403,5120471.512587,4741.407535,3.954106e+24,10.065140,4.990245e+10,2074.142510,1.086369e-05,0.752158,nan,3.559572e+11,3.500249e+11 
2404,5119975.439766,4741.722865,3.953331e+24,10.065117,4.992613e+10,2074.246259,1.086153e-05,0.752088,nan,3.560317e+11,3.500996e+11 
2405,5119479.366945,4742.038170,3.952556e+24,10.065095,4.994981e+10,2074.349988,1.085936e-05,0.752018,nan,3.561062e+11,3.501743e+11 
2406,5118983.294124,4742.353450,3.951782e+24,10.065073,4.997348e+10,2074.453697,1.085719e-05,0.751948,nan,3.561807e+11,3.502489e+11 
2407,5118487.221303,4742.668706,3.951007e+24,10.065050,4.999716e+10,2074.557387,1.085503e-05,0.751878,nan,3.562553e+11,3.503236e+11 
2408,5117991.148482,4742.983937,3.950232e+24,10.065028,5.002084e+10,2074.661057,1.085287e-05,0.751808,nan,3.563298e+11,3.503983e+11 
2409,5117495.075661,4743.299143,3.949458e+24,10.065006,5.004453e+10,2074.764708,1.085070e-05,0.751738,nan,3.564043e+11,3.504730e+11 
2410,5116999.002840,4743.614324,3.948684e+24,10.064984,5.006821e+10,2074.868340,1.084854e-05,0.751668,nan,3.564788e+11,3.505477e+11 
2411,5116502.930019,4743.929481,3.947909e+24,10.064962,5.009190e+10,2074.971951,1.084638e-05,0.751598,nan,3.565534e+11,3.506224e+11 
2412,5116006.857198,4744.244613,3.947135e+24,10.064940,5.011558e+10,2075.075544,1.084422e-05,0.751528,nan,3.566279e+11,3.506971e+11 
2413,5115510.784377,4744.559720,3.946361e+24,10.064918,5.013927e+10,2075.179117,1.084206e-05,0.751458,nan,3.567024e+11,3.507718e+11 
2414,5115014.711556,4744.874803,3.945587e+24,10.064896,5.016296e+10,2075.282671,1.083990e-05,0.751388,nan,3.567769e+11,3.508465e+11 
2415,5114518.638735,4745.189861,3.944813e+24,10.064874,5.018665e+10,2075.386205,1.083774e-05,0.751318,nan,3.568515e+11,3.509212e+11 
2416,5114022.565914,4745.504894,3.944040e+24,10.064852,5.021035e+10,2075.489719,1.083558e-05,0.751249,nan,3.569260e+11,3.509959e+11 
2417,5113526.493093,4745.819903,3.943266e+24,10.064831,5.023404e+10,2075.593215,1.083342e-05,0.751179,nan,3.570005e+11,3.510706e+11 
2418,5113030.420272,4746.134887,3.942493e+24,10.064809,5.025774e+10,2075.696691,1.083126e-05,0.751109,nan,3.570751e+11,3.511454e+11 
2419,5112534.347451,4746.449846,3.941719e+24,10.064787,5.028143e+10,2075.800147,1.082911e-05,0.751039,nan,3.571496e+11,3.512201e+11 
2420,5112038.274630,4746.764781,3.940946e+24,10.064766,5.030513e+10,2075.903584,1.082695e-05,0.750969,nan,3.572241e+11,3.512948e+11 
2421,5111542.201809,4747.079691,3.940173e+24,10.064744,5.032883e+10,2076.007002,1.082480e-05,0.750900,nan,3.572986e+11,3.513695e+11 
2422,5111046.128988,4747.394577,3.939399e+24,10.064723,5.035254e+10,2076.110400,1.082264e-05,0.750830,nan,3.573732e+11,3.514442e+11 
2423,5110550.056167,4747.709438,3.938626e+24,10.064702,5.037624e+10,2076.213779,1.082049e-05,0.750760,nan,3.574477e+11,3.515189e+11 
2424,5110053.983346,4748.024275,3.937853e+24,10.064680,5.039994e+10,2076.317139,1.081834e-05,0.750691,nan,3.575223e+11,3.515936e+11 
2425,5109557.910525,4748.339087,3.937081e+24,10.064659,5.042365e+10,2076.420479,1.081619e-05,0.750621,nan,3.575968e+11,3.516683e+11 
2426,5109061.837704,4748.653874,3.936308e+24,10.064638,5.044736e+10,2076.523800,1.081404e-05,0.750551,nan,3.576713e+11,3.517430e+11 
2427,5108565.764883,4748.968637,3.935535e+24,10.064617,5.047107e+10,2076.627101,1.081189e-05,0.750482,nan,3.577459e+11,3.518177e+11 
2428,5108069.692062,4749.283376,3.934763e+24,10.064595,5.049478e+10,2076.730383,1.080974e-05,0.750412,nan,3.578204e+11,3.518924e+11 
2429,5107573.619241,4749.598089,3.933990e+24,10.064574,5.051849e+10,2076.833646,1.080759e-05,0.750342,nan,3.578949e+11,3.519672e+11 
2430,5107077.546420,4749.912779,3.933218e+24,10.064553,5.054221e+10,2076.936890,1.080544e-05,0.750273,nan,3.579695e+11,3.520419e+11 
2431,5106581.473599,4750.227444,3.932446e+24,10.064532,5.056592e+10,2077.040114,1.080329e-05,0.750203,nan,3.580440e+11,3.521166e+11 
2432,5106085.400778,4750.542084,3.931673e+24,10.064512,5.058964e+10,2077.143319,1.080115e-05,0.750134,nan,3.581186e+11,3.521913e+11 
2433,5105589.327957,4750.856700,3.930901e+24,10.064491,5.061336e+10,2077.246504,1.079900e-05,0.750064,nan,3.581931e+11,3.522660e+11 
2434,5105093.255136,4751.171292,3.930129e+24,10.064470,5.063708e+10,2077.349670,1.079686e-05,0.749995,nan,3.582676e+11,3.523407e+11 
2435,5104597.182315,4751.485859,3.929358e+24,10.064449,5.066080e+10,2077.452817,1.079471e-05,0.749925,nan,3.583422e+11,3.524155e+11 
2436,5104101.109494,4751.800401,3.928586e+24,10.064428,5.068453e+10,2077.555945,1.079257e-05,0.749856,nan,3.584167e+11,3.524902e+11 
2437,5103605.036673,4752.114920,3.927814e+24,10.064408,5.070825e+10,2077.659054,1.079043e-05,0.749786,nan,3.584913e+11,3.525649e+11 
2438,5103108.963852,4752.429413,3.927043e+24,10.064387,5.073198e+10,2077.762143,1.078828e-05,0.749717,nan,3.585658e+11,3.526396e+11 
2439,5102612.891031,4752.743883,3.926271e+24,10.064367,5.075571e+10,2077.865213,1.078614e-05,0.749647,nan,3.586404e+11,3.527143e+11 
2440,5102116.818210,4753.058328,3.925500e+24,10.064346,5.077944e+10,2077.968263,1.078400e-05,0.749578,nan,3.587149e+11,3.527891e+11 
2441,5101620.745389,4753.372748,3.924729e+24,10.064326,5.080317e+10,2078.071295,1.078186e-05,0.749508,nan,3.587895e+11,3.528638e+11 
2442,5101124.672568,4753.687145,3.923957e+24,10.064306,5.082690e+10,2078.174307,1.077972e-05,0.749439,nan,3.588640e+11,3.529385e+11 
2443,5100628.599747,4754.001517,3.923186e+24,10.064285,5.085063e+10,2078.277300,1.077758e-05,0.749369,nan,3.589385e+11,3.530132e+11 
2444,5100132.526926,4754.315864,3.922415e+24,10.064265,5.087437e+10,2078.380274,1.077545e-05,0.749300,nan,3.590131e+11,3.530879e+11 
2445,5099636.454105,4754.630187,3.921645e+24,10.064245,5.089811e+10,2078.483228,1.077331e-05,0.749231,nan,3.590876e+11,3.531627e+11 
2446,5099140.381284,4754.944486,3.920874e+24,10.064225,5.092185e+10,2078.586164,1.077117e-05,0.749161,nan,3.591622e+11,3.532374e+11 
2447,5098644.308463,4755.258761,3.920103e+24,10.064205,5.094559e+10,2078.689080,1.076904e-05,0.749092,nan,3.592367e+11,3.533121e+11 
2448,5098148.235642,4755.573011,3.919333e+24,10.064185,5.096933e+10,2078.791977,1.076690e-05,0.749023,nan,3.593113e+11,3.533869e+11 
2449,5097652.162821,4755.887237,3.918562e+24,10.064165,5.099307e+10,2078.894854,1.076477e-05,0.748954,nan,3.593859e+11,3.534616e+11 
2450,5097156.090000,4756.201439,3.917792e+24,10.064145,5.101682e+10,2078.997713,1.076264e-05,0.748884,nan,3.594604e+11,3.535363e+11 
2451,5096660.017179,4756.515616,3.917021e+24,10.064125,5.104056e+10,2079.100553,1.076050e-05,0.748815,nan,3.595350e+11,3.536110e+11 
2452,5096163.944358,4756.829769,3.916251e+24,10.064105,5.106431e+10,2079.203373,1.075837e-05,0.748746,nan,3.596095e+11,3.536858e+11 
2453,5095667.871537,4757.143898,3.915481e+24,10.064086,5.108806e+10,2079.306174,1.075624e-05,0.748677,nan,3.596841e+11,3.537605e+11 
2454,5095171.798716,4757.458003,3.914711e+24,10.064066,5.111181e+10,2079.408956,1.075411e-05,0.748607,nan,3.597586e+11,3.538352e+11 
2455,5094675.725895,4757.772083,3.913941e+24,10.064046,5.113556e+10,2079.511719,1.075198e-05,0.748538,nan,3.598332e+11,3.539100e+11 
2456,5094179.653074,4758.086140,3.913172e+24,10.064027,5.115932e+10,2079.614463,1.074985e-05,0.748469,nan,3.599077e+11,3.539847e+11 
2457,5093683.580253,4758.400172,3.912402e+24,10.064007,5.118307e+10,2079.717187,1.074772e-05,0.748400,nan,3.599823e+11,3.540595e+11 
2458,5093187.507432,4758.714179,3.911632e+24,10.063988,5.120683e+10,2079.819893,1.074560e-05,0.748331,nan,3.600569e+11,3.541342e+11 
2459,5092691.434611,4759.028163,3.910863e+24,10.063968,5.123059e+10,2079.922579,1.074347e-05,0.748262,nan,3.601314e+11,3.542089e+11 
2460,5092195.361790,4759.342122,3.910093e+24,10.063949,5.125435e+10,2080.025247,1.074134e-05,0.748193,nan,3.602060e+11,3.542837e+11 
2461,5091699.288969,4759.656058,3.909324e+24,10.063930,5.127811e+10,2080.127895,1.073922e-05,0.748123,nan,3.602805e+11,3.543584e+11 
2462,5091203.216148,4759.969969,3.908555e+24,10.063910,5.130187e+10,2080.230524,1.073709e-05,0.748054,nan,3.603551e+11,3.544331e+11 
2463,5090707.143327,4760.283856,3.907786e+24,10.063891,5.132564e+10,2080.333134,1.073497e-05,0.747985,nan,3.604297e+11,3.545079e+11 
2464,5090211.070506,4760.597718,3.907017e+24,10.063872,5.134940e+10,2080.435725,1.073285e-05,0.747916,nan,3.605042e+11,3.545826e+11 
2465,5089714.997685,4760.911557,3.906248e+24,10.063853,5.137317e+10,2080.538297,1.073072e-05,0.747847,nan,3.605788e+11,3.546574e+11 
2466,5089218.924864,4761.225372,3.905479e+24,10.063834,5.139694e+10,2080.640850,1.072860e-05,0.747778,nan,3.606534e+11,3.547321e+11 
2467,5088722.852044,4761.539162,3.904711e+24,10.063815,5.142071e+10,2080.743384,1.072648e-05,0.747709,nan,3.607279e+11,3.548069e+11 
2468,5088226.779223,4761.852928,3.903942e+24,10.063796,5.144448e+10,2080.845898,1.072436e-05,0.747640,nan,3.608025e+11,3.548816e+11 
2469,5087730.706402,4762.166671,3.903173e+24,10.063778,5.146826e+10,2080.948394,1.072224e-05,0.747571,nan,3.608771e+11,3.549563e+11 
2470,5087234.633581,4762.480389,3.902405e+24,10.063759,5.149203e+10,2081.050871,1.072012e-05,0.747502,nan,3.609516e+11,3.550311e+11 
2471,5086738.560760,4762.794083,3.901637e+24,10.063740,5.151581e+10,2081.153329,1.071801e-05,0.747433,nan,3.610262e+11,3.551058e+11 
2472,5086242.487939,4763.107753,3.900869e+24,10.063721,5.153959e+10,2081.255768,1.071589e-05,0.747365,nan,3.611008e+11,3.551806e+11 
2473,5085746.415118,4763.421399,3.900101e+24,10.063703,5.156337e+10,2081.358187,1.071377e-05,0.747296,nan,3.611753e+11,3.552553e+11 
2474,5085250.342297,4763.735021,3.899333e+24,10.063684,5.158715e+10,2081.460588,1.071166e-05,0.747227,nan,3.612499e+11,3.553301e+11 
2475,5084754.269476,4764.048619,3.898565e+24,10.063666,5.161093e+10,2081.562970,1.070954e-05,0.747158,nan,3.613245e+11,3.554048e+11 
2476,5084258.196655,4764.362193,3.897797e+24,10.063647,5.163471e+10,2081.665333,1.070743e-05,0.747089,nan,3.613991e+11,3.554796e+11 
2477,5083762.123834,4764.675743,3.897029e+24,10.063629,5.165850e+10,2081.767676,1.070531e-05,0.747020,nan,3.614736e+11,3.555543e+11 
2478,5083266.051013,4764.989269,3.896262e+24,10.063611,5.168229e+10,2081.870001,1.070320e-05,0.746951,nan,3.615482e+11,3.556291e+11 
2479,5082769.978192,4765.302771,3.895494e+24,10.063592,5.170608e+10,2081.972307,1.070109e-05,0.746883,nan,3.616228e+11,3.557038e+11 
2480,5082273.905371,4765.616249,3.894727e+24,10.063574,5.172987e+10,2082.074594,1.069898e-05,0.746814,nan,3.616974e+11,3.557786e+11 
2481,5081777.832550,4765.929703,3.893959e+24,10.063556,5.175366e+10,2082.176862,1.069686e-05,0.746745,nan,3.617719e+11,3.558534e+11 
2482,5081281.759729,4766.243133,3.893192e+24,10.063538,5.177745e+10,2082.279111,1.069475e-05,0.746676,nan,3.618465e+11,3.559281e+11 
2483,5080785.686908,4766.556539,3.892425e+24,10.063520,5.180125e+10,2082.381341,1.069264e-05,0.746608,nan,3.619211e+11,3.560029e+11 
2484,5080289.614087,4766.869922,3.891658e+24,10.063502,5.182504e+10,2082.483553,1.069054e-05,0.746539,nan,3.619957e+11,3.560776e+11 
2485,5079793.541266,4767.183280,3.890891e+24,10.063484,5.184884e+10,2082.585745,1.068843e-05,0.746470,nan,3.620702e+11,3.561524e+11 
2486,5079297.468445,4767.496614,3.890124e+24,10.063466,5.187264e+10,2082.687918,1.068632e-05,0.746401,nan,3.621448e+11,3.562271e+11 
2487,5078801.395624,4767.809925,3.889358e+24,10.063449,5.189644e+10,2082.790073,1.068421e-05,0.746333,nan,3.622194e+11,3.563019e+11 
2488,5078305.322803,4768.123211,3.888591e+24,10.063431,5.192025e+10,2082.892209,1.068211e-05,0.746264,nan,3.622940e+11,3.563767e+11 
2489,5077809.249982,4768.436474,3.887825e+24,10.063413,5.194405e+10,2082.994325,1.068000e-05,0.746196,nan,3.623686e+11,3.564514e+11 
2490,5077313.177161,4768.749713,3.887058e+24,10.063396,5.196786e+10,2083.096423,1.067790e-05,0.746127,nan,3.624432e+11,3.565262e+11 
2491,5076817.104340,4769.062928,3.886292e+24,10.063378,5.199166e+10,2083.198502,1.067580e-05,0.746058,nan,3.625177e+11,3.566009e+11 
2492,5076321.031519,4769.376119,3.885526e+24,10.063361,5.201547e+10,2083.300563,1.067369e-05,0.745990,nan,3.625923e+11,3.566757e+11 
2493,5075824.958698,4769.689287,3.884760e+24,10.063343,5.203928e+10,2083.402604,1.067159e-05,0.745921,nan,3.626669e+11,3.567505e+11 
2494,5075328.885877,4770.002430,3.883994e+24,10.063326,5.206309e+10,2083.504626,1.066949e-05,0.745853,nan,3.627415e+11,3.568252e+11 
2495,5074832.813056,4770.315550,3.883228e+24,10.063308,5.208691e+10,2083.606630,1.066739e-05,0.745784,nan,3.628161e+11,3.569000e+11 
2496,5074336.740235,4770.628646,3.882462e+24,10.063291,5.211072e+10,2083.708615,1.066529e-05,0.745716,nan,3.628907e+11,3.569748e+11 
2497,5073840.667414,4770.941718,3.881696e+24,10.063274,5.213454e+10,2083.810581,1.066319e-05,0.745647,nan,3.629653e+11,3.570495e+11 
2498,5073344.594593,4771.254766,3.880931e+24,10.063257,5.215836e+10,2083.912528,1.066109e-05,0.745579,nan,3.630399e+11,3.571243e+11 
2499,5072848.521772,4771.567791,3.880165e+24,10.063240,5.218218e+10,2084.014456,1.065899e-05,0.745510,nan,3.631144e+11,3.571991e+11 
2500,5072352.448951,4771.880792,3.879400e+24,10.063223,5.220600e+10,2084.116366,1.065689e-05,0.745442,nan,3.631890e+11,3.572739e+11 
2501,5071856.376130,4772.193769,3.878634e+24,10.063206,5.222982e+10,2084.218257,1.065480e-05,0.745373,nan,3.632636e+11,3.573486e+11 
2502,5071360.303309,4772.506722,3.877869e+24,10.063189,5.225364e+10,2084.320129,1.065270e-05,0.745305,nan,3.633382e+11,3.574234e+11 
2503,5070864.230488,4772.819652,3.877104e+24,10.063172,5.227747e+10,2084.421982,1.065061e-05,0.745236,nan,3.634128e+11,3.574982e+11 
2504,5070368.157667,4773.132557,3.876339e+24,10.063155,5.230129e+10,2084.523816,1.064851e-05,0.745168,nan,3.634874e+11,3.575730e+11 
2505,5069872.084846,4773.445440,3.875574e+24,10.063139,5.232512e+10,2084.625632,1.064642e-05,0.745100,nan,3.635620e+11,3.576477e+11 
2506,5069376.012025,4773.758298,3.874809e+24,10.063122,5.234895e+10,2084.727429,1.064432e-05,0.745031,nan,3.636366e+11,3.577225e+11 
2507,5068879.939204,4774.071133,3.874045e+24,10.063105,5.237278e+10,2084.829207,1.064223e-05,0.744963,nan,3.637112e+11,3.577973e+11 
2508,5068383.866383,4774.383944,3.873280e+24,10.063089,5.239662e+10,2084.930967,1.064014e-05,0.744895,nan,3.637858e+11,3.578721e+11 
2509,5067887.793562,4774.696731,3.872515e+24,10.063072,5.242045e+10,2085.032708,1.063805e-05,0.744826,nan,3.638604e+11,3.579468e+11 
2510,5067391.720741,4775.009495,3.871751e+24,10.063056,5.244429e+10,2085.134430,1.063596e-05,0.744758,nan,3.639350e+11,3.580216e+11 
2511,5066895.647920,4775.322235,3.870987e+24,10.063039,5.246813e+10,2085.236133,1.063387e-05,0.744690,nan,3.640096e+11,3.580964e+11 
2512,5066399.575099,4775.634952,3.870223e+24,10.063023,5.249197e+10,2085.337817,1.063178e-05,0.744621,nan,3.640842e+11,3.581712e+11 
2513,5065903.502278,4775.947644,3.869458e+24,10.063007,5.251581e+10,2085.439483,1.062969e-05,0.744553,nan,3.641588e+11,3.582460e+11 
2514,5065407.429457,4776.260314,3.868694e+24,10.062991,5.253965e+10,2085.541130,1.062761e-05,0.744485,nan,3.642334e+11,3.583207e+11 
2515,5064911.356636,4776.572959,3.867931e+24,10.062975,5.256349e+10,2085.642759,1.062552e-05,0.744417,nan,3.643080e+11,3.583955e+11 
2516,5064415.283815,4776.885581,3.867167e+24,10.062958,5.258734e+10,2085.744369,1.062343e-05,0.744348,nan,3.643826e+11,3.584703e+11 
2517,5063919.210994,4777.198180,3.866403e+24,10.062942,5.261118e+10,2085.845960,1.062135e-05,0.744280,nan,3.644572e+11,3.585451e+11 
2518,5063423.138173,4777.510754,3.865639e+24,10.062926,5.263503e+10,2085.947532,1.061926e-05,0.744212,nan,3.645318e+11,3.586199e+11 
2519,5062927.065352,4777.823306,3.864876e+24,10.062911,5.265888e+10,2086.049086,1.061718e-05,0.744144,nan,3.646064e+11,3.586947e+11 
2520,5062430.992531,4778.135833,3.864112e+24,10.062895,5.268273e+10,2086.150621,1.061510e-05,0.744076,nan,3.646810e+11,3.587695e+11 
2521,5061934.919710,4778.448338,3.863349e+24,10.062879,5.270659e+10,2086.252138,1.061301e-05,0.744008,nan,3.647556e+11,3.588442e+11 
2522,5061438.846889,4778.760818,3.862586e+24,10.062863,5.273044e+10,2086.353636,1.061093e-05,0.743940,nan,3.648302e+11,3.589190e+11 
2523,5060942.774068,4779.073275,3.861823e+24,10.062848,5.275430e+10,2086.455115,1.060885e-05,0.743871,nan,3.649048e+11,3.589938e+11 
2524,5060446.701247,4779.385709,3.861060e+24,10.062832,5.277815e+10,2086.556575,1.060677e-05,0.743803,nan,3.649795e+11,3.590686e+11 
2525,5059950.628426,4779.698119,3.860297e+24,10.062816,5.280201e+10,2086.658017,1.060469e-05,0.743735,nan,3.650541e+11,3.591434e+11 
2526,5059454.555605,4780.010506,3.859534e+24,10.062801,5.282587e+10,2086.759441,1.060261e-05,0.743667,nan,3.651287e+11,3.592182e+11 
2527,5058958.482784,4780.322869,3.858771e+24,10.062786,5.284974e+10,2086.860846,1.060053e-05,0.743599,nan,3.652033e+11,3.592930e+11 
2528,5058462.409963,4780.635208,3.858009e+24,10.062770,5.287360e+10,2086.962232,1.059846e-05,0.743531,nan,3.652779e+11,3.593678e+11 
2529,5057966.337142,4780.947525,3.857246e+24,10.062755,5.289746e+10,2087.063599,1.059638e-05,0.743463,nan,3.653525e+11,3.594426e+11 
2530,5057470.264321,4781.259817,3.856484e+24,10.062740,5.292133e+10,2087.164948,1.059430e-05,0.743395,nan,3.654271e+11,3.595174e+11 
2531,5056974.191500,4781.572087,3.855721e+24,10.062725,5.294520e+10,2087.266279,1.059223e-05,0.743327,nan,3.655017e+11,3.595922e+11 
2532,5056478.118679,4781.884333,3.854959e+24,10.062709,5.296907e+10,2087.367591,1.059015e-05,0.743259,nan,3.655764e+11,3.596670e+11 
2533,5055982.045858,4782.196555,3.854197e+24,10.062694,5.299294e+10,2087.468884,1.058808e-05,0.743191,nan,3.656510e+11,3.597418e+11 
2534,5055485.973037,4782.508754,3.853435e+24,10.062679,5.301681e+10,2087.570159,1.058600e-05,0.743123,nan,3.657256e+11,3.598166e+11 
2535,5054989.900216,4782.820930,3.852673e+24,10.062665,5.304069e+10,2087.671415,1.058393e-05,0.743056,nan,3.658002e+11,3.598914e+11 
2536,5054493.827395,4783.133082,3.851911e+24,10.062650,5.306456e+10,2087.772653,1.058186e-05,0.742988,nan,3.658748e+11,3.599662e+11 
2537,5053997.754574,4783.445211,3.851150e+24,10.062635,5.308844e+10,2087.873872,1.057979e-05,0.742920,nan,3.659495e+11,3.600410e+11 
2538,5053501.681753,4783.757316,3.850388e+24,10.062620,5.311232e+10,2087.975073,1.057772e-05,0.742852,nan,3.660241e+11,3.601158e+11 
