a1,a2,a3,b1,b2,b3
-0.148043,0.519230,-0.619177,4.682299,-16.524720,19.488883
-0.147587,0.514275,-0.617091,4.666407,-16.353756,19.416790
-0.147581,0.519832,-0.621937,4.666371,-16.539741,19.578962
-0.149370,0.512224,-0.613818,4.727325,-16.281051,19.302958
-0.148415,0.515325,-0.615936,4.694570,-16.392463,19.379346
-0.147892,0.518332,-0.620830,4.676866,-16.487821,19.540828
-0.148664,0.514312,-0.615174,4.702714,-16.355035,19.351564
-0.148803,0.516537,-0.617358,4.707234,-16.427833,19.423942
-0.148473,0.516077,-0.616358,4.697428,-16.415959,19.391373
-0.148673,0.522081,-0.621218,4.703654,-16.618063,19.554781
-0.148356,0.514978,-0.614663,4.693035,-16.380646,19.336432
-0.147744,0.514763,-0.616029,4.672416,-16.370803,19.379586
-0.148831,0.517828,-0.618710,4.708618,-16.472442,19.469663
-0.148117,0.517226,-0.618341,4.684727,-16.455487,19.460037
-0.147458,0.516494,-0.619409,4.662057,-16.429535,19.496156
-0.148043,0.519267,-0.620454,4.682547,-16.520978,19.528113
-0.148202,0.516374,-0.617174,4.688124,-16.425850,19.418648
-0.148261,0.516824,-0.618267,4.690111,-16.442364,19.457169
-0.148216,0.518006,-0.618141,4.688354,-16.483747,19.454064
-0.148653,0.515686,-0.615963,4.703240,-16.404192,19.379545
-0.148460,0.517242,-0.617950,4.696642,-16.456390,19.447156
-0.147673,0.518499,-0.619457,4.669589,-16.500005,19.499016
-0.147433,0.516037,-0.618068,4.661595,-16.413340,19.449224
-0.148192,0.513757,-0.614966,4.687159,-16.336538,19.344457
-0.148807,0.517294,-0.617974,4.708098,-16.456122,19.445867
-0.148346,0.514253,-0.615081,4.692445,-16.353847,19.348281
-0.148777,0.512285,-0.613316,4.707200,-16.286312,19.288282
-0.148116,0.517561,-0.618242,4.684528,-16.463418,19.453590
-0.148051,0.508210,-0.610654,4.682252,-16.150810,19.201132
-0.148268,0.514122,-0.615785,4.689554,-16.350482,19.374009
-0.148623,0.520872,-0.620937,4.701672,-16.575738,19.545693
-0.148387,0.518221,-0.619269,4.693920,-16.487381,19.489449
-0.148012,0.525294,-0.624214,4.681359,-16.727911,19.657449
-0.147542,0.513254,-0.616029,4.664939,-16.318439,19.380252
-0.147468,0.516713,-0.620138,4.662206,-16.431435,19.516286
-0.148997,0.512694,-0.614002,4.714637,-16.299527,19.311220
-0.148468,0.514990,-0.615811,4.696378,-16.380566,19.374814
-0.148101,0.518030,-0.619635,4.684457,-16.480521,19.501895
-0.148506,0.514546,-0.615141,4.697467,-16.362844,19.350283
-0.148570,0.517115,-0.617716,4.699845,-16.447872,19.435649
-0.148018,0.514716,-0.616514,4.681454,-16.370361,19.398202
-0.147506,0.524799,-0.624521,4.664240,-16.713776,19.669884
-0.148215,0.514602,-0.615597,4.688028,-16.365718,19.366513
-0.147748,0.514669,-0.615952,4.672557,-16.367650,19.377028
-0.148040,0.516130,-0.618054,4.681658,-16.415855,19.448899
-0.147747,0.518725,-0.619577,4.672007,-16.508332,19.503634
-0.147542,0.517781,-0.620378,4.664893,-16.473160,19.528785
-0.149080,0.517086,-0.617490,4.717250,-16.447138,19.428181
-0.147741,0.518181,-0.618986,4.672723,-16.487095,19.479812
-0.148148,0.517216,-0.617833,4.686496,-16.457989,19.443930
-0.148261,0.516147,-0.616750,4.689661,-16.420272,19.406747
-0.148315,0.517353,-0.618040,4.691206,-16.461943,19.451579
-0.148244,0.516004,-0.617547,4.689067,-16.414945,19.434336
-0.147694,0.515066,-0.615859,4.670214,-16.385744,19.378530
-0.147547,0.517191,-0.618595,4.665067,-16.450853,19.465999
-0.147578,0.515988,-0.618226,4.666175,-16.410768,19.454206
-0.148914,0.518691,-0.619197,4.712004,-16.504438,19.487794
-0.148749,0.515086,-0.615877,4.706361,-16.382220,19.375203
-0.148698,0.512149,-0.613524,4.704531,-16.280816,19.294824
-0.148250,0.517886,-0.618461,4.689104,-16.474106,19.460805
-0.148510,0.512763,-0.613918,4.698174,-16.304037,19.309698
-0.148749,0.511628,-0.613457,4.705799,-16.264199,19.293645
-0.148900,0.518432,-0.619214,4.710904,-16.492779,19.487178
-0.148519,0.516650,-0.617509,4.698265,-16.434520,19.430490
-0.147682,0.523685,-0.623937,4.670338,-16.672138,19.647195
-0.147736,0.512290,-0.615611,4.671416,-16.282782,19.363964
-0.148098,0.516741,-0.618780,4.683846,-16.435383,19.472173
-0.149311,0.512053,-0.613878,4.725266,-16.275624,19.305479
-0.148644,0.513785,-0.614571,4.702168,-16.341444,19.334336
-0.148528,0.518252,-0.619214,4.698784,-16.487514,19.487206
-0.148606,0.515239,-0.615163,4.700753,-16.387567,19.351959
-0.149019,0.515115,-0.615891,4.714938,-16.380336,19.374273
-0.147889,0.514118,-0.616279,4.677173,-16.350768,19.390800
-0.147202,0.524918,-0.625123,4.653505,-16.715676,19.689129
-0.148226,0.512573,-0.613409,4.688596,-16.298689,19.293692
-0.147719,0.516128,-0.618152,4.671122,-16.417202,19.452549
-0.147708,0.518364,-0.619768,4.670749,-16.493863,19.508137
-0.147606,0.520419,-0.620487,4.667006,-16.567271,19.535613
-0.147133,0.517628,-0.620344,4.651117,-16.468347,19.527532
-0.149343,0.520135,-0.620019,4.726299,-16.549069,19.512678
-0.147955,0.519418,-0.620320,4.680050,-16.527827,19.524394
-0.148020,0.517509,-0.618851,4.681737,-16.465299,19.476926
-0.148818,0.517709,-0.617365,4.708700,-16.475014,19.428676
-0.148010,0.518217,-0.618541,4.680876,-16.491420,19.468586
-0.149034,0.517869,-0.618249,4.715693,-16.476064,19.456462
-0.147497,0.515394,-0.616028,4.663411,-16.398606,19.385731
-0.147446,0.518886,-0.620471,4.661924,-16.510151,19.531109
-0.147465,0.514573,-0.616702,4.662446,-16.363861,19.403421
-0.148977,0.518502,-0.618456,4.714250,-16.500905,19.464870
-0.147756,0.518418,-0.619483,4.672643,-16.494568,19.496742
-0.148258,0.509550,-0.611464,4.689850,-16.193746,19.225583
-0.148084,0.519436,-0.619948,4.683540,-16.524751,19.509525
-0.148615,0.513333,-0.614635,4.701686,-16.321780,19.332713
-0.148223,0.517875,-0.618076,4.688551,-16.478730,19.451121
-0.148676,0.518072,-0.619471,4.703201,-16.477334,19.493520
-0.148905,0.520424,-0.620400,4.711803,-16.563647,19.528777
-0.147600,0.520600,-0.621675,4.667173,-16.566310,19.569783
-0.148000,0.516713,-0.618358,4.680703,-16.435432,19.458508
-0.148489,0.517114,-0.618389,4.697137,-16.448745,19.459565
-0.148628,0.520289,-0.621671,4.702015,-16.553429,19.568065
-0.148865,0.513430,-0.614212,4.709648,-16.329078,19.321933
-0.149475,0.520251,-0.620515,4.730787,-16.553623,19.530369
-0.148223,0.515109,-0.616285,4.688372,-16.379404,19.386543
-0.148745,0.517648,-0.618251,4.705743,-16.465505,19.453306
-0.148013,0.516235,-0.617958,4.681364,-16.422182,19.447255
-0.147625,0.521549,-0.622200,4.668123,-16.600179,19.588870
-0.148095,0.514420,-0.615142,4.684230,-16.358457,19.349899
-0.147878,0.512262,-0.615405,4.676143,-16.285284,19.360020
-0.147664,0.521257,-0.622623,4.668972,-16.590481,19.604307
-0.147616,0.520437,-0.620477,4.667337,-16.567974,19.535359
-0.147377,0.518827,-0.620824,4.659388,-16.508527,19.543269
-0.148104,0.515293,-0.616895,4.684193,-16.389319,19.410675
-0.147689,0.517632,-0.619330,4.670965,-16.467658,19.491417
-0.147790,0.515767,-0.617362,4.674154,-16.407134,19.426833
-0.147587,0.520046,-0.620426,4.667322,-16.552747,19.530628
-0.148881,0.516309,-0.616469,4.710223,-16.426189,19.398390
-0.148301,0.521215,-0.622477,4.690784,-16.587248,19.597837
-0.147290,0.516353,-0.616959,4.656369,-16.431974,19.417865
-0.147387,0.517209,-0.618890,4.659965,-16.453158,19.477188
-0.147694,0.513821,-0.615763,4.670214,-16.338705,19.372171
-0.147505,0.520743,-0.622709,4.664334,-16.573082,19.606348
-0.147607,0.520496,-0.621431,4.667480,-16.565413,19.563031
-0.148080,0.513760,-0.614930,4.683831,-16.337922,19.343743
-0.148336,0.517936,-0.618408,4.692009,-16.475754,19.458870
-0.148404,0.511100,-0.612705,4.694540,-16.246001,19.267626
-0.148044,0.517587,-0.617688,4.682855,-16.471644,19.439495
-0.147989,0.516896,-0.618407,4.680161,-16.440207,19.458823
-0.147687,0.518497,-0.620584,4.670235,-16.495580,19.533852
-0.147731,0.522130,-0.622682,4.671650,-16.619514,19.604719
-0.147776,0.517031,-0.618829,4.672902,-16.446491,19.475028
-0.148550,0.516588,-0.618076,4.699160,-16.430166,19.448469
-0.148550,0.520558,-0.621902,4.699297,-16.562832,19.576240
-0.148403,0.515789,-0.616928,4.694317,-16.406725,19.411999
-0.148268,0.519086,-0.619848,4.690142,-16.517113,19.509493
-0.148429,0.515847,-0.616546,4.694893,-16.402769,19.394275
-0.148228,0.517471,-0.618554,4.688564,-16.462355,19.465728
-0.148368,0.517659,-0.618282,4.693517,-16.474750,19.461635
-0.147993,0.518945,-0.619967,4.680752,-16.513477,19.514621
-0.147921,0.515856,-0.616746,4.678628,-16.408187,19.404563
-0.147879,0.512740,-0.615040,4.676577,-16.303396,19.348236
-0.148164,0.518713,-0.619640,4.685957,-16.505491,19.504117
-0.147696,0.519370,-0.620199,4.670312,-16.529379,19.523921
-0.147324,0.518972,-0.621344,4.657472,-16.512695,19.560241
-0.148118,0.515777,-0.617718,4.684874,-16.406501,19.439117
-0.147895,0.516281,-0.617681,4.677788,-16.420964,19.434800
-0.148158,0.515587,-0.617558,4.686392,-16.397925,19.431821
-0.147739,0.518309,-0.618767,4.672608,-16.494278,19.474634
-0.148744,0.516690,-0.616955,4.705627,-16.438761,19.414482
-0.148529,0.520775,-0.621834,4.698363,-16.572645,19.576326
-0.147660,0.519899,-0.620009,4.669231,-16.548318,19.517789
-0.147734,0.517563,-0.618910,4.671411,-16.465307,19.478390
-0.147810,0.515022,-0.616786,4.674138,-16.379391,19.406783
-0.147774,0.515972,-0.617669,4.673721,-16.411824,19.435467
-0.147592,0.520192,-0.621931,4.666813,-16.553295,19.578981
-0.148860,0.512876,-0.613585,4.710187,-16.306628,19.297245
-0.148504,0.517470,-0.617889,4.697566,-16.461248,19.442608
-0.148117,0.510554,-0.612584,4.684672,-16.227874,19.264185
-0.147822,0.516344,-0.616990,4.675545,-16.429532,19.415872
-0.147971,0.513927,-0.614913,4.679984,-16.342477,19.342356
-0.148417,0.517279,-0.618213,4.694690,-16.455317,19.454453
-0.146938,0.525403,-0.625168,4.644778,-16.732282,19.689906
-0.147899,0.513953,-0.615199,4.677355,-16.344348,19.352992
-0.148807,0.513782,-0.615598,4.707605,-16.334644,19.365019
-0.148628,0.518710,-0.619442,4.702029,-16.502116,19.494229
-0.148391,0.514732,-0.616260,4.693987,-16.371102,19.389256
-0.148675,0.520652,-0.621017,4.704056,-16.567443,19.546221
-0.148249,0.516093,-0.617474,4.688836,-16.411771,19.426469
-0.148110,0.515840,-0.616863,4.684908,-16.408051,19.408872
-0.148484,0.517712,-0.618471,4.697370,-16.472553,19.464677
-0.147818,0.520182,-0.620772,4.674826,-16.556905,19.543149
-0.148034,0.515977,-0.616705,4.682512,-16.414142,19.404685
-0.147905,0.511525,-0.613896,4.677395,-16.261604,19.309036
-0.148351,0.518998,-0.619819,4.692413,-16.515209,19.510122
-0.147629,0.517316,-0.617629,4.668203,-16.461764,19.438155
-0.147225,0.518511,-0.621382,4.654186,-16.496797,19.561385
-0.148431,0.516300,-0.617647,4.695523,-16.423380,19.436025
-0.147771,0.515542,-0.617075,4.673515,-16.397369,19.415573
-0.148499,0.515922,-0.616673,4.697844,-16.409526,19.401695
-0.147961,0.516362,-0.616482,4.680376,-16.428580,19.397127
-0.148392,0.516911,-0.617791,4.693888,-16.446114,19.442625
-0.147848,0.518533,-0.620446,4.675785,-16.495839,19.527852
-0.147638,0.519702,-0.619059,4.668892,-16.546144,19.488276
-0.147398,0.519529,-0.620567,4.660166,-16.533109,19.535327
-0.146282,0.517590,-0.620282,4.621919,-16.465850,19.525258
-0.148000,0.515854,-0.617785,4.681162,-16.406927,19.439118
-0.147507,0.519848,-0.620257,4.664617,-16.545191,19.523995
-0.148732,0.514160,-0.615019,4.705832,-16.350455,19.346220
-0.148695,0.519769,-0.619771,4.704237,-16.537368,19.504499
-0.148106,0.510739,-0.612696,4.684338,-16.234143,19.267911
-0.148235,0.514492,-0.615116,4.689411,-16.364093,19.350423
-0.147844,0.516680,-0.616714,4.675913,-16.435935,19.402605
-0.148788,0.517091,-0.617267,4.707268,-16.450406,19.423622
-0.147479,0.522070,-0.622368,4.662971,-16.618039,19.594456
-0.147772,0.514211,-0.615426,4.673065,-16.353928,19.361275
-0.148411,0.516904,-0.617193,4.694865,-16.445036,19.421327
-0.149106,0.518190,-0.618357,4.718125,-16.483551,19.456735
-0.148466,0.514760,-0.615999,4.696590,-16.371837,19.379958
-0.147992,0.519501,-0.620566,4.680356,-16.528954,19.532186
-0.148364,0.516227,-0.617469,4.692963,-16.417954,19.427372
-0.148133,0.515664,-0.616401,4.685903,-16.401487,19.392402
-0.148133,0.518207,-0.617650,4.686416,-16.492701,19.438221
-0.148522,0.520317,-0.620117,4.698328,-16.560835,19.520576
-0.147816,0.514872,-0.616252,4.675305,-16.378455,19.390457
-0.147884,0.512899,-0.614998,4.676577,-16.309412,19.347693
-0.148411,0.518995,-0.619801,4.694374,-16.515285,19.509901
-0.147854,0.516954,-0.617202,4.675909,-16.448649,19.422854
-0.147399,0.517329,-0.619167,4.660262,-16.459039,19.487933
-0.148319,0.514704,-0.616177,4.691649,-16.370858,19.387764
-0.147237,0.514976,-0.617414,4.655693,-16.377700,19.426354
-0.147757,0.518477,-0.619940,4.672089,-16.495489,19.512428
-0.148770,0.517896,-0.617247,4.707595,-16.478361,19.421443
-0.148105,0.518215,-0.618643,4.684448,-16.489390,19.470080
-0.147857,0.522591,-0.623785,4.675924,-16.632962,19.640586
-0.147959,0.518243,-0.618315,4.679587,-16.493743,19.461200
-0.148319,0.520230,-0.619959,4.691819,-16.557759,19.514588
-0.147502,0.515385,-0.617169,4.664101,-16.392735,19.419798
-0.148415,0.516504,-0.617992,4.695068,-16.429610,19.446873
-0.147992,0.517936,-0.618288,4.680837,-16.480597,19.458159
-0.148243,0.514611,-0.616132,4.689207,-16.364966,19.383356
-0.148855,0.519710,-0.618782,4.709629,-16.537188,19.472148
-0.148281,0.511144,-0.613202,4.690205,-16.246851,19.284390
-0.147988,0.513247,-0.613797,4.681369,-16.323586,19.306546
-0.148566,0.516606,-0.617340,4.699763,-16.432738,19.424552
-0.148537,0.515158,-0.615984,4.699032,-16.383678,19.378404
-0.147329,0.521686,-0.622176,4.657899,-16.605147,19.588012
-0.148102,0.514300,-0.615091,4.684461,-16.357753,19.350369
-0.149412,0.522515,-0.620690,4.728526,-16.634025,19.538627
-0.148761,0.516133,-0.617020,4.706879,-16.414337,19.411611
-0.148614,0.516420,-0.617104,4.701771,-16.428846,19.417683
-0.147989,0.520979,-0.622097,4.680261,-16.576395,19.581769
-0.148847,0.518363,-0.618386,4.709299,-16.488437,19.456831
-0.148862,0.518612,-0.617936,4.710625,-16.501894,19.444357
-0.148309,0.518084,-0.617755,4.692009,-16.487034,19.440800
-0.148401,0.518353,-0.618301,4.694560,-16.495790,19.459654
-0.147873,0.516409,-0.617191,4.676889,-16.429203,19.421468
-0.147987,0.515905,-0.617366,4.680056,-16.412769,19.429029
-0.148427,0.519227,-0.619599,4.695146,-16.523431,19.502873
-0.147612,0.516602,-0.617334,4.667586,-16.435734,19.426715
-0.147259,0.519270,-0.620885,4.655749,-16.523696,19.544664
-0.147968,0.518044,-0.619546,4.679615,-16.480798,19.498889
-0.147585,0.518376,-0.619327,4.667234,-16.493209,19.491347
-0.147813,0.518016,-0.619542,4.673964,-16.479940,19.499075
-0.148831,0.517823,-0.617131,4.709649,-16.475630,19.417243
-0.147707,0.519666,-0.620608,4.670884,-16.538953,19.537148
-0.147354,0.521258,-0.622762,4.658940,-16.590030,19.607797
-0.147892,0.514733,-0.615461,4.676979,-16.378307,19.367724
-0.148566,0.521160,-0.620298,4.700430,-16.589294,19.525927
-0.147713,0.515572,-0.616865,4.671392,-16.399819,19.409956
-0.148429,0.514697,-0.616336,4.695500,-16.370944,19.392831
-0.147355,0.517583,-0.618056,4.659621,-16.470574,19.451400
-0.148403,0.515262,-0.616529,4.694546,-16.386567,19.396481
-0.148771,0.518681,-0.618541,4.706577,-16.502705,19.465035
-0.148185,0.512476,-0.614206,4.687046,-16.292799,19.318770
-0.148426,0.515188,-0.615052,4.695453,-16.388455,19.349367
-0.148213,0.519365,-0.619707,4.687776,-16.528581,19.506339
-0.149561,0.515004,-0.615083,4.733425,-16.376359,19.346327
-0.148013,0.517720,-0.618645,4.681123,-16.470007,19.468326
-0.148485,0.513521,-0.613461,4.697638,-16.332892,19.295873
-0.148549,0.521453,-0.620748,4.699746,-16.599756,19.541089
-0.148845,0.515800,-0.616806,4.709723,-16.402403,19.403955
-0.148635,0.516751,-0.617224,4.702295,-16.439983,19.422141
-0.148016,0.518071,-0.618692,4.681780,-16.482805,19.469529
-0.148856,0.521108,-0.619450,4.710191,-16.588415,19.497312
-0.148943,0.518716,-0.617910,4.713369,-16.505489,19.443518
-0.148602,0.517880,-0.618216,4.701363,-16.476779,19.454467
-0.148687,0.518701,-0.618169,4.704496,-16.507843,19.455013
-0.148710,0.515720,-0.615544,4.705368,-16.407345,19.366938
-0.148143,0.516853,-0.617705,4.685260,-16.444134,19.439801
-0.148311,0.519749,-0.620309,4.691311,-16.540123,19.525942
-0.147470,0.516496,-0.618819,4.662291,-16.431215,19.477444
-0.147418,0.517047,-0.619661,4.660474,-16.444625,19.501278
-0.148497,0.515797,-0.618034,4.697096,-16.403456,19.447950
-0.147234,0.520168,-0.621359,4.655577,-16.551943,19.558109
-0.147884,0.516091,-0.617845,4.676324,-16.415223,19.442383
-0.149100,0.517701,-0.617182,4.718382,-16.469886,19.418308
-0.147854,0.518234,-0.618987,4.675949,-16.490445,19.482039
-0.147492,0.520305,-0.621866,4.663477,-16.558900,19.578580
-0.147877,0.514869,-0.615435,4.676197,-16.383002,19.367239
-0.148612,0.520590,-0.620069,4.701786,-16.568275,19.517067
-0.148467,0.513734,-0.614578,4.697104,-16.336083,19.331170
-0.148142,0.515344,-0.616938,4.685569,-16.391949,19.412651
-0.147493,0.517487,-0.617891,4.664284,-16.467399,19.445896
-0.148987,0.514036,-0.615702,4.714171,-16.342535,19.366991
-0.148734,0.516491,-0.616939,4.705135,-16.427892,19.410708
-0.148268,0.510534,-0.612493,4.689533,-16.227677,19.261750
-0.148403,0.515776,-0.614461,4.694811,-16.410749,19.330763
-0.148219,0.519889,-0.620158,4.687872,-16.547701,19.522739
-0.149191,0.514755,-0.614886,4.721251,-16.369899,19.340860
-0.147498,0.517005,-0.619507,4.663212,-16.441506,19.495151
-0.148727,0.514136,-0.614720,4.705801,-16.349958,19.335886
-0.148760,0.521916,-0.620669,4.706860,-16.616128,19.538696
-0.148751,0.516334,-0.617125,4.706524,-16.421743,19.415634
-0.148711,0.517281,-0.617891,4.705360,-16.457341,19.443654
-0.148554,0.516892,-0.616815,4.700315,-16.443923,19.406362
-0.147809,0.516783,-0.617374,4.674289,-16.443249,19.429177
-0.149090,0.517174,-0.615838,4.718200,-16.457169,19.376549
-0.148790,0.515272,-0.615917,4.708165,-16.386895,19.375336
-0.148656,0.519482,-0.618758,4.703582,-16.533739,19.474364
-0.148480,0.515230,-0.615739,4.697409,-16.388423,19.371714
-0.148264,0.517568,-0.617964,4.689483,-16.469144,19.448702
-0.148679,0.520324,-0.619910,4.704333,-16.560673,19.512195
-0.147833,0.515302,-0.617160,4.675067,-16.390637,19.420605
-0.147850,0.518307,-0.619282,4.675852,-16.490073,19.489816
-0.148434,0.514734,-0.616916,4.694861,-16.367514,19.410040
-0.147354,0.517991,-0.620819,4.658364,-16.476155,19.540283
-0.148147,0.515935,-0.616814,4.685686,-16.413553,19.409445
-0.149447,0.519171,-0.618587,4.729944,-16.516174,19.463239
-0.147414,0.515469,-0.617392,4.660836,-16.396654,19.428613
-0.147652,0.520845,-0.622010,4.668959,-16.577820,19.583754
-0.147828,0.515144,-0.615895,4.674541,-16.390887,19.381775
-0.148650,0.519912,-0.619935,4.702743,-16.544011,19.511924
-0.148024,0.517072,-0.617604,4.681824,-16.451810,19.435970
-0.148547,0.516235,-0.617361,4.699589,-16.422211,19.426432
-0.146998,0.520354,-0.620455,4.647683,-16.564636,19.532392
-0.147932,0.516513,-0.617986,4.678551,-16.430162,19.446954
-0.148779,0.517532,-0.617302,4.707187,-16.465763,19.424331
-0.148547,0.513289,-0.613884,4.699039,-16.323653,19.310241
-0.148220,0.515546,-0.615970,4.688403,-16.399816,19.380149
-0.148187,0.519803,-0.620386,4.687134,-16.542132,19.528003
-0.149360,0.516282,-0.615819,4.727001,-16.422631,19.372880
-0.148274,0.515305,-0.616260,4.689903,-16.385826,19.385931
-0.148677,0.513068,-0.612913,4.704289,-16.317058,19.276716
-0.148526,0.522617,-0.621528,4.698638,-16.640395,19.568124
-0.148328,0.517498,-0.618038,4.692666,-16.463766,19.447610
-0.148548,0.516133,-0.616846,4.699711,-16.419378,19.409212
-0.148149,0.515050,-0.616456,4.686160,-16.378577,19.392826
-0.148027,0.514442,-0.615819,4.681578,-16.363172,19.376335
-0.149104,0.517090,-0.616198,4.718513,-16.452620,19.387697
-0.148249,0.516452,-0.617519,4.689302,-16.426844,19.430020
-0.148455,0.516812,-0.616875,4.696630,-16.443441,19.411151
-0.148360,0.515099,-0.615797,4.693297,-16.384080,19.373774
-0.148119,0.515563,-0.616588,4.684809,-16.400040,19.401038
-0.148411,0.516969,-0.617698,4.695015,-16.446113,19.437358
-0.147981,0.516673,-0.618185,4.679993,-16.434751,19.453531
-0.147981,0.517173,-0.618077,4.680358,-16.451727,19.448986
-0.148674,0.517466,-0.618336,4.703214,-16.462434,19.459019
-0.147589,0.519374,-0.620773,4.666547,-16.525955,19.540629
-0.147601,0.516719,-0.618485,4.666982,-16.438634,19.465233
-0.148112,0.517236,-0.618730,4.684159,-16.453483,19.471661
-0.146974,0.516658,-0.618961,4.645704,-16.437132,19.482115
-0.147516,0.521217,-0.622430,4.664290,-16.590410,19.598022
-0.148169,0.516008,-0.616682,4.686518,-16.416753,19.405361
-0.148082,0.520568,-0.620869,4.683499,-16.568172,19.545672
-0.148682,0.521454,-0.619947,4.704211,-16.601688,19.515604
-0.147561,0.521321,-0.622900,4.665839,-16.593904,19.613680
-0.147106,0.517692,-0.618923,4.651135,-16.474527,19.481444
-0.147858,0.515262,-0.617291,4.676042,-16.386074,19.422401
-0.148047,0.520152,-0.619363,4.682520,-16.557122,19.495521
-0.148642,0.513341,-0.614001,4.702198,-16.324823,19.313980
-0.147630,0.517594,-0.618414,4.668905,-16.468191,19.461420
-0.148367,0.519282,-0.619912,4.693384,-16.523100,19.510499
-0.148373,0.517047,-0.617305,4.693794,-16.450339,19.424719
-0.149185,0.513625,-0.613532,4.721238,-16.332202,19.295309
-0.148059,0.514257,-0.614944,4.683149,-16.356165,19.345332
-0.148482,0.521602,-0.620939,4.697089,-16.605196,19.547911
-0.148471,0.517336,-0.617296,4.697589,-16.460311,19.423720
-0.148398,0.516004,-0.616523,4.694386,-16.417086,19.400189
-0.148783,0.513781,-0.614671,4.707971,-16.332703,19.329492
-0.147451,0.515353,-0.617360,4.661704,-16.393921,19.429017
-0.148523,0.516333,-0.616652,4.698477,-16.426902,19.403754
-0.148570,0.515764,-0.616534,4.700169,-16.402527,19.396307
-0.148397,0.517760,-0.617672,4.694566,-16.478068,19.439956
-0.148744,0.514238,-0.614658,4.706396,-16.354780,19.335154
-0.147672,0.514213,-0.616374,4.669432,-16.351768,19.391882
-0.148743,0.517616,-0.617790,4.706570,-16.470161,19.441526
-0.148044,0.514139,-0.616289,4.682293,-16.350040,19.390557
-0.148041,0.514912,-0.617183,4.681757,-16.370727,19.416675
-0.148806,0.518170,-0.617053,4.708659,-16.488077,19.415544
-0.147169,0.523557,-0.624731,4.651452,-16.665121,19.673395
-0.147794,0.515776,-0.617538,4.673429,-16.405640,19.432141
-0.148082,0.515977,-0.617718,4.682899,-16.411679,19.438737
-0.146952,0.518216,-0.620309,4.645115,-16.487874,19.525708
-0.147660,0.519735,-0.621669,4.668323,-16.537776,19.571498
-0.148602,0.514195,-0.615136,4.701383,-16.353985,19.351944
-0.148134,0.519822,-0.620169,4.685257,-16.543206,19.522014
-0.148528,0.518926,-0.618359,4.698894,-16.514371,19.460843
-0.147882,0.517986,-0.618877,4.677053,-16.484466,19.479831
-0.147767,0.516964,-0.617500,4.673264,-16.448751,19.432444
-0.148071,0.515785,-0.617597,4.682967,-16.403514,19.432891
-0.148441,0.518488,-0.617752,4.695872,-16.499969,19.440503
-0.148466,0.518647,-0.619048,4.695975,-16.504053,19.484482
-0.147156,0.518676,-0.619400,4.653302,-16.503846,19.493248
-0.148312,0.518379,-0.619033,4.691543,-16.494855,19.482740
-0.148581,0.518597,-0.618679,4.700471,-16.502811,19.471612
-0.148720,0.516871,-0.617257,4.705187,-16.440316,19.420216
-0.148039,0.511903,-0.612790,4.682557,-16.276770,19.272727
-0.148337,0.520602,-0.620202,4.692207,-16.571538,19.523274
-0.148663,0.517714,-0.617539,4.703771,-16.473177,19.432334
-0.148308,0.515070,-0.616098,4.690938,-16.385942,19.386995
-0.148739,0.514939,-0.615807,4.705964,-16.376348,19.372357
-0.147121,0.516664,-0.619274,4.650689,-16.439536,19.494867
-0.148764,0.515504,-0.615448,4.706678,-16.401106,19.364624
-0.148210,0.515885,-0.617134,4.688034,-16.404879,19.414819
-0.147865,0.515459,-0.617005,4.676347,-16.396842,19.415106
-0.148733,0.516394,-0.617262,4.705378,-16.425436,19.422025
-0.148126,0.514275,-0.616065,4.685045,-16.355417,19.382790
-0.149445,0.515419,-0.615472,4.730493,-16.395827,19.363108
-0.147800,0.514887,-0.616932,4.673871,-16.374240,19.411142
-0.148106,0.515963,-0.617663,4.684298,-16.408596,19.433761
-0.148661,0.517948,-0.617437,4.703396,-16.480858,19.429289
-0.148249,0.516401,-0.617980,4.688507,-16.423789,19.446033
-0.148025,0.518117,-0.619702,4.681128,-16.482148,19.503629
-0.148465,0.514709,-0.615757,4.696211,-16.370078,19.373113
-0.147232,0.518084,-0.619870,4.654704,-16.484040,19.511163
-0.147906,0.518416,-0.620519,4.676659,-16.492586,19.532434
-0.149060,0.515065,-0.615330,4.716844,-16.381221,19.356239
-0.148383,0.518450,-0.618947,4.693481,-16.496457,19.480363
-0.148428,0.517625,-0.617699,4.695552,-16.470193,19.438930
-0.147930,0.517750,-0.618590,4.678723,-16.476536,19.470167
-0.147565,0.516991,-0.618093,4.665757,-16.448000,19.452149
-0.147874,0.519055,-0.620656,4.676167,-16.515352,19.537437
-0.148064,0.516477,-0.616426,4.683095,-16.430810,19.394943
-0.148396,0.518160,-0.618664,4.693855,-16.487212,19.471058
-0.148021,0.517630,-0.618231,4.681892,-16.469234,19.455251
-0.147884,0.519540,-0.620369,4.676993,-16.533358,19.527047
-0.148497,0.523006,-0.622838,4.697119,-16.647264,19.609617
-0.148602,0.519846,-0.619969,4.700778,-16.542049,19.513167
-0.147749,0.513195,-0.614164,4.672771,-16.320259,19.318959
-0.148418,0.520041,-0.619306,4.694990,-16.551985,19.492571
-0.148336,0.518262,-0.618310,4.692596,-16.491909,19.458840
-0.148552,0.518785,-0.619026,4.699054,-16.507267,19.482826
-0.147478,0.513347,-0.615973,4.662948,-16.323420,19.379962
-0.148202,0.515722,-0.616919,4.687620,-16.404979,19.412259
