a1,a2,a3,b1,b2,b3
-0.147266,0.515270,-0.617646,4.655274,-16.388603,19.436853
-0.148306,0.518063,-0.618565,4.691197,-16.483496,19.467227
-0.148377,0.514748,-0.615484,4.693780,-16.371987,19.363124
-0.147973,0.516188,-0.617918,4.679307,-16.416820,19.443943
-0.147816,0.513954,-0.615240,4.674934,-16.346535,19.355604
-0.148272,0.517190,-0.617099,4.690507,-16.456458,19.418599
-0.148409,0.516150,-0.616623,4.694790,-16.420070,19.401791
-0.149047,0.512694,-0.612811,4.716605,-16.302436,19.272201
-0.148660,0.518111,-0.617874,4.703364,-16.483787,19.442672
-0.147725,0.516229,-0.618385,4.670587,-16.422771,19.463417
-0.148064,0.516080,-0.616882,4.682728,-16.418135,19.411920
-0.148096,0.511920,-0.614911,4.683602,-16.269895,19.339367
-0.148468,0.513025,-0.614598,4.696152,-16.312454,19.333448
-0.148132,0.513675,-0.614724,4.684951,-16.333812,19.336598
-0.149062,0.516246,-0.616400,4.716367,-16.423489,19.395501
-0.148394,0.518480,-0.618353,4.694910,-16.501828,19.462411
-0.147345,0.518768,-0.619937,4.658263,-16.511592,19.517086
-0.147994,0.514625,-0.616466,4.680174,-16.365370,19.395201
-0.148336,0.520029,-0.619212,4.692441,-16.551906,19.489343
-0.148442,0.517362,-0.616644,4.695776,-16.461276,19.403131
-0.147509,0.522189,-0.622408,4.663726,-16.625595,19.599226
-0.148838,0.515388,-0.616847,4.709202,-16.389064,19.406307
-0.149210,0.516177,-0.616538,4.721159,-16.416498,19.396841
-0.147577,0.518491,-0.619553,4.666816,-16.499319,19.500651
-0.148293,0.519528,-0.619527,4.690704,-16.533508,19.499799
-0.149152,0.515794,-0.615969,4.720060,-16.406741,19.378878
-0.148079,0.512259,-0.613434,4.683468,-16.284941,19.291830
-0.148434,0.515640,-0.616200,4.695169,-16.399849,19.386417
-0.147946,0.515333,-0.617370,4.678896,-16.389723,19.425831
-0.147723,0.513956,-0.615581,4.671074,-16.345475,19.367262
-0.148549,0.517885,-0.618242,4.699657,-16.474744,19.453197
-0.148815,0.517165,-0.618610,4.708587,-16.448821,19.464979
-0.147372,0.517471,-0.619015,4.658776,-16.465365,19.485109
-0.148255,0.519973,-0.620122,4.689471,-16.547831,19.519581
-0.147786,0.511812,-0.613117,4.674295,-16.274854,19.283962
-0.147777,0.517838,-0.618996,4.672998,-16.474376,19.480897
-0.148514,0.516943,-0.617210,4.698329,-16.447126,19.422402
-0.148003,0.519975,-0.619398,4.681516,-16.552653,19.497725
-0.148618,0.514103,-0.614879,4.701767,-16.351001,19.343200
-0.148986,0.514583,-0.614789,4.714347,-16.366081,19.339325
-0.148256,0.517930,-0.618933,4.689414,-16.476481,19.478058
-0.148247,0.516588,-0.618300,4.688819,-16.431993,19.457615
-0.147840,0.518179,-0.617800,4.675532,-16.490049,19.442889
-0.147994,0.512221,-0.614781,4.680254,-16.281150,19.335681
-0.148538,0.512425,-0.614234,4.698312,-16.292871,19.322045
-0.148109,0.511027,-0.612246,4.683974,-16.246837,19.255287
-0.148484,0.515557,-0.616745,4.696881,-16.398569,19.405909
-0.148314,0.517403,-0.617702,4.691804,-16.463650,19.439571
-0.147633,0.518809,-0.619324,4.668242,-16.512938,19.495995
-0.147417,0.515070,-0.617201,4.660534,-16.380130,19.420049
-0.148672,0.517329,-0.616673,4.704072,-16.459309,19.402064
-0.149171,0.516679,-0.614553,4.720883,-16.440349,19.333133
-0.147853,0.520591,-0.620981,4.675558,-16.568887,19.548771
-0.148936,0.516180,-0.617235,4.712553,-16.416402,19.419812
-0.148770,0.519907,-0.619903,4.706525,-16.543960,19.511044
-0.147991,0.517642,-0.619112,4.680705,-16.468410,19.484306
-0.147896,0.518558,-0.619176,4.677410,-16.499915,19.487192
-0.149232,0.517617,-0.617564,4.723148,-16.466399,19.430341
-0.147472,0.514764,-0.616595,4.662399,-16.369868,19.399681
-0.148465,0.518623,-0.618743,4.696072,-16.500198,19.471888
-0.148058,0.513549,-0.615147,4.683019,-16.329139,19.349510
-0.147423,0.514822,-0.616583,4.660561,-16.374930,19.401708
-0.148311,0.516439,-0.617294,4.691684,-16.425760,19.420974
-0.148689,0.519471,-0.620391,4.704460,-16.527742,19.525323
-0.147592,0.518658,-0.619696,4.666393,-16.505481,19.507515
-0.148086,0.518463,-0.618689,4.683691,-16.497324,19.471437
-0.148865,0.510589,-0.611047,4.710647,-16.231015,19.213125
-0.147038,0.522123,-0.623368,4.647985,-16.620806,19.630148
-0.149147,0.516163,-0.616173,4.719934,-16.419396,19.386261
-0.148031,0.516221,-0.616457,4.681966,-16.424175,19.397909
-0.148376,0.515611,-0.616983,4.693394,-16.400232,19.414117
-0.148428,0.514870,-0.615298,4.695347,-16.376086,19.356765
-0.148510,0.515457,-0.615953,4.698286,-16.394344,19.378255
-0.147460,0.513718,-0.615703,4.662218,-16.340076,19.374104
-0.147970,0.517866,-0.617695,4.680058,-16.478971,19.438726
-0.147732,0.516447,-0.618054,4.671553,-16.425479,19.447192
-0.148731,0.513182,-0.614391,4.705596,-16.319501,19.326745
-0.148122,0.513502,-0.614578,4.684850,-16.331024,19.334016
-0.148382,0.516753,-0.618056,4.693317,-16.439145,19.450266
-0.148293,0.515564,-0.616270,4.691172,-16.402442,19.391917
-0.147328,0.517261,-0.618409,4.657915,-16.461849,19.465961
-0.147952,0.513171,-0.615962,4.678932,-16.312356,19.375131
-0.148486,0.518416,-0.617893,4.697740,-16.496999,19.444443
-0.149171,0.516679,-0.614553,4.720883,-16.440349,19.333133
-0.147933,0.524181,-0.623781,4.678687,-16.691268,19.643053
-0.149017,0.513999,-0.615801,4.715279,-16.341578,19.370660
-0.148453,0.519567,-0.619899,4.695875,-16.532485,19.511157
-0.148064,0.518241,-0.619165,4.683455,-16.489413,19.486117
-0.147768,0.518564,-0.619343,4.672970,-16.500257,19.493120
-0.148629,0.517193,-0.617574,4.702369,-16.452785,19.431796
-0.147981,0.514784,-0.615777,4.679920,-16.372709,19.373147
-0.148737,0.519841,-0.619497,4.705234,-16.540618,19.496832
-0.148042,0.515723,-0.616772,4.682533,-16.403973,19.405204
-0.147913,0.512912,-0.614278,4.677768,-16.312699,19.325000
-0.148552,0.516242,-0.616759,4.699811,-16.420242,19.404114
-0.148752,0.519270,-0.620391,4.706186,-16.517700,19.524012
-0.148287,0.517088,-0.618051,4.689783,-16.452676,19.452340
-0.148144,0.517786,-0.617729,4.685545,-16.476196,19.440611
-0.148420,0.513823,-0.614637,4.695005,-16.339124,19.333751
-0.147057,0.521755,-0.623205,4.648545,-16.607944,19.624396
-0.148957,0.516778,-0.617004,4.713308,-16.439901,19.414231
-0.148726,0.515710,-0.615153,4.705964,-16.405585,19.352161
-0.148243,0.518152,-0.619295,4.688992,-16.484188,19.490750
-0.148432,0.514144,-0.614459,4.695242,-16.353293,19.329874
-0.148664,0.514024,-0.614661,4.703413,-16.346885,19.334991
-0.147890,0.514458,-0.616057,4.676664,-16.360222,19.381811
-0.147947,0.517786,-0.617733,4.678775,-16.475859,19.440792
-0.147753,0.517187,-0.618744,4.672389,-16.450739,19.470547
-0.148923,0.514664,-0.613956,4.712218,-16.373584,19.314475
-0.148369,0.516781,-0.616242,4.693689,-16.443372,19.390589
-0.148191,0.516911,-0.617875,4.686938,-16.445564,19.444877
-0.148637,0.518302,-0.618219,4.702855,-16.494245,19.456922
-0.147765,0.517225,-0.618330,4.672605,-16.458560,19.461956
-0.147637,0.515199,-0.618058,4.668298,-16.382155,19.447132
-0.148476,0.519134,-0.618500,4.697379,-16.521830,19.465508
-0.148548,0.515606,-0.615186,4.699336,-16.402236,19.353699
-0.147544,0.520054,-0.621390,4.665283,-16.550721,19.562355
-0.148492,0.514834,-0.616298,4.697331,-16.371634,19.388811
-0.149059,0.515284,-0.616563,4.716064,-16.384341,19.396280
-0.147475,0.520686,-0.621662,4.663485,-16.572902,19.571045
-0.146982,0.521257,-0.622856,4.646102,-16.588328,19.610231
-0.148574,0.517568,-0.617868,4.700839,-16.464934,19.440534
-0.147782,0.514279,-0.614556,4.673017,-16.356314,19.332488
-0.148095,0.518569,-0.618709,4.683784,-16.501565,19.472909
-0.148010,0.516109,-0.617504,4.681503,-16.417168,19.430162
-0.146949,0.514308,-0.616632,4.645114,-16.357473,19.402898
-0.148930,0.514288,-0.614481,4.712741,-16.354522,19.326934
-0.148618,0.516423,-0.617804,4.701840,-16.421879,19.436032
-0.147952,0.518351,-0.619454,4.678471,-16.495024,19.499476
-0.147861,0.519395,-0.620110,4.675958,-16.528284,19.519673
-0.148469,0.515107,-0.615316,4.696699,-16.383074,19.356937
-0.146691,0.522871,-0.624568,4.636056,-16.645671,19.670366
-0.148468,0.518843,-0.619785,4.696500,-16.509161,19.508517
-0.148911,0.515235,-0.614480,4.712305,-16.390321,19.329762
-0.147871,0.520381,-0.621514,4.676623,-16.560619,19.565742
-0.148489,0.514947,-0.615227,4.697230,-16.381388,19.356582
-0.148263,0.514165,-0.615817,4.689842,-16.348918,19.372410
-0.147626,0.517049,-0.618272,4.667908,-16.449647,19.457615
-0.147859,0.517519,-0.617965,4.675780,-16.467524,19.449058
-0.147857,0.519237,-0.620234,4.676082,-16.520712,19.520930
-0.148527,0.513963,-0.614490,4.698711,-16.346430,19.330561
-0.148632,0.516574,-0.615153,4.702769,-16.438190,19.354674
-0.147772,0.519628,-0.621356,4.672928,-16.534140,19.560310
-0.148444,0.519292,-0.619573,4.696204,-16.526818,19.502245
-0.147862,0.517175,-0.618389,4.675920,-16.455459,19.462996
-0.147800,0.515466,-0.617806,4.673886,-16.391979,19.438996
-0.148826,0.518721,-0.617813,4.709209,-16.507563,19.442084
-0.148103,0.515440,-0.616166,4.684347,-16.394050,19.384959
-0.147130,0.520093,-0.621446,4.651459,-16.554024,19.565616
-0.148136,0.514386,-0.616313,4.685357,-16.357359,19.390107
-0.148475,0.516204,-0.617015,4.696447,-16.420341,19.415147
-0.147432,0.520489,-0.621170,4.661833,-16.566707,19.555145
-0.147071,0.519762,-0.621710,4.649069,-16.538260,19.571918
-0.148794,0.515277,-0.615132,4.707966,-16.388990,19.349677
-0.148312,0.515107,-0.615595,4.691048,-16.381611,19.365274
-0.147725,0.520858,-0.621177,4.671056,-16.578189,19.555866
-0.148211,0.515673,-0.617038,4.688457,-16.401865,19.413784
-0.147850,0.515318,-0.616714,4.675525,-16.391030,19.405257
-0.148578,0.515975,-0.616444,4.700855,-16.413178,19.394567
-0.147610,0.519792,-0.621545,4.667218,-16.536777,19.564181
-0.147753,0.518800,-0.619808,4.671881,-16.511138,19.511639
-0.149040,0.519064,-0.617765,4.716139,-16.519684,19.441219
-0.148215,0.519988,-0.620321,4.688076,-16.547334,19.525752
-0.147542,0.518617,-0.619482,4.665312,-16.502704,19.498386
-0.148401,0.516685,-0.617893,4.694429,-16.436828,19.444758
-0.147790,0.517105,-0.617344,4.673834,-16.451604,19.425885
-0.147648,0.519973,-0.621041,4.669581,-16.548116,19.549513
-0.148831,0.513702,-0.613516,4.708593,-16.342090,19.301063
-0.147978,0.515363,-0.617361,4.680282,-16.388989,19.424140
-0.147288,0.518041,-0.619366,4.656420,-16.483578,19.494686
-0.147916,0.517131,-0.617977,4.677840,-16.456491,19.451084
-0.147593,0.520643,-0.621728,4.667106,-16.567680,19.571019
-0.148385,0.513540,-0.614359,4.693888,-16.333123,19.327004
-0.147897,0.518869,-0.618814,4.677588,-16.514098,19.477760
-0.148092,0.518077,-0.619883,4.683767,-16.482490,19.511314
-0.149099,0.517402,-0.617228,4.718502,-16.461089,19.421257
-0.147745,0.515913,-0.617355,4.671967,-16.413609,19.428692
-0.147428,0.518240,-0.620676,4.661055,-16.483596,19.534383
-0.149195,0.518032,-0.617386,4.721580,-16.482909,19.427215
-0.148160,0.515870,-0.616047,4.686150,-16.408836,19.381150
-0.147653,0.516132,-0.617461,4.669825,-16.419119,19.429407
-0.148148,0.513785,-0.615872,4.685915,-16.336669,19.374712
-0.148575,0.515674,-0.616531,4.699458,-16.402425,19.399175
-0.147772,0.519194,-0.620210,4.673220,-16.522208,19.522742
-0.146964,0.518863,-0.621153,4.645553,-16.506918,19.552742
-0.149030,0.514687,-0.614664,4.716017,-16.367420,19.332481
-0.148173,0.516573,-0.617305,4.686429,-16.431734,19.423602
-0.147561,0.521197,-0.621564,4.665933,-16.587659,19.566576
-0.148020,0.517775,-0.618799,4.681681,-16.473726,19.474712
-0.147214,0.513635,-0.616965,4.653849,-16.332050,19.412751
-0.148630,0.515732,-0.616002,4.702501,-16.405978,19.380543
-0.148037,0.519253,-0.620295,4.681985,-16.521512,19.524117
-0.147811,0.519051,-0.620034,4.673884,-16.518843,19.518827
-0.148640,0.520318,-0.619056,4.702988,-16.561993,19.484202
-0.148107,0.519124,-0.619599,4.684396,-16.520642,19.503325
-0.147460,0.517034,-0.618408,4.662612,-16.450376,19.463235
-0.148566,0.516181,-0.617166,4.700112,-16.420199,19.420270
-0.147821,0.515042,-0.615565,4.674927,-16.381053,19.365051
-0.148184,0.522294,-0.622643,4.687434,-16.625181,19.602839
-0.148044,0.516578,-0.617635,4.681795,-16.436195,19.438382
-0.147793,0.518138,-0.619098,4.673956,-16.484870,19.484270
-0.147294,0.518669,-0.619595,4.656568,-16.508702,19.505653
-0.147896,0.517183,-0.618040,4.676930,-16.456612,19.452023
-0.147687,0.517427,-0.618105,4.670367,-16.461249,19.450239
-0.148187,0.509677,-0.611522,4.686985,-16.201319,19.230794
-0.148105,0.518621,-0.618193,4.684685,-16.506768,19.457264
-0.148604,0.519482,-0.619357,4.701005,-16.533733,19.496055
-0.148798,0.514959,-0.614617,4.708678,-16.383078,19.335995
-0.147893,0.515865,-0.617700,4.676811,-16.411938,19.440989
-0.147511,0.518112,-0.620261,4.663570,-16.481362,19.522735
-0.149055,0.518652,-0.617824,4.716886,-16.504603,19.442476
-0.147552,0.519062,-0.619589,4.665520,-16.516010,19.500558
-0.148743,0.517411,-0.617429,4.706294,-16.462743,19.429229
-0.147644,0.514559,-0.617069,4.668420,-16.363174,19.416032
-0.148015,0.516859,-0.617776,4.680689,-16.444706,19.442587
-0.147903,0.518941,-0.620333,4.677366,-16.511347,19.525778
-0.147895,0.514720,-0.616632,4.677018,-16.368912,19.401500
-0.148344,0.516168,-0.616705,4.692716,-16.418817,19.403125
-0.148679,0.515736,-0.616133,4.703765,-16.403400,19.383788
-0.147378,0.517346,-0.619452,4.659509,-16.456763,19.495986
-0.148079,0.516281,-0.617858,4.683798,-16.423044,19.442858
-0.147898,0.514262,-0.616109,4.677091,-16.356505,19.386123
-0.148971,0.516024,-0.615737,4.714401,-16.415620,19.370661
-0.148172,0.521219,-0.621048,4.686737,-16.589266,19.549696
-0.147799,0.519487,-0.620493,4.673546,-16.534329,19.534767
-0.148353,0.518660,-0.618511,4.693038,-16.504993,19.465675
-0.147801,0.519720,-0.620022,4.673942,-16.541950,19.518552
-0.147463,0.515985,-0.617559,4.662807,-16.414881,19.434329
-0.148662,0.515026,-0.616174,4.703227,-16.380891,19.386997
-0.147718,0.517441,-0.617870,4.671034,-16.462453,19.443960
-0.148904,0.517964,-0.617845,4.712164,-16.480737,19.441689
-0.148032,0.516500,-0.617527,4.681503,-16.432278,19.433667
-0.148283,0.516160,-0.617058,4.690801,-16.419729,19.416524
-0.147021,0.518323,-0.620000,4.647173,-16.495968,19.519030
-0.147888,0.517262,-0.617819,4.676643,-16.458976,19.444256
-0.147792,0.516861,-0.617242,4.674221,-16.443385,19.421641
-0.148153,0.512198,-0.613509,4.685803,-16.286815,19.297938
-0.147590,0.520635,-0.620317,4.667281,-16.576309,19.530223
-0.148528,0.518586,-0.618668,4.698507,-16.502809,19.472064
-0.148311,0.515973,-0.615424,4.691830,-16.415429,19.361805
-0.147721,0.517808,-0.619271,4.671407,-16.476140,19.492211
-0.147575,0.515723,-0.618183,4.665617,-16.400761,19.452822
-0.148714,0.517851,-0.617514,4.705219,-16.476660,19.431327
-0.148186,0.516059,-0.616108,4.687202,-16.418508,19.385707
-0.148963,0.518729,-0.618242,4.713965,-16.507674,19.456548
-0.148376,0.515274,-0.617207,4.693570,-16.385380,19.418716
-0.147949,0.516987,-0.617955,4.678290,-16.448891,19.448749
-0.147801,0.520108,-0.621813,4.674182,-16.547521,19.572805
-0.147971,0.515031,-0.616940,4.679563,-16.379620,19.412201
-0.148146,0.513420,-0.615076,4.685369,-16.322138,19.346151
-0.149023,0.516130,-0.615774,4.715465,-16.416541,19.371153
-0.147529,0.517251,-0.618708,4.664441,-16.451700,19.468810
-0.148067,0.517469,-0.618261,4.683235,-16.465598,19.458414
-0.147638,0.515464,-0.617295,4.668441,-16.397763,19.426336
-0.148462,0.515191,-0.617266,4.696280,-16.380511,19.418760
-0.148194,0.520315,-0.620712,4.687503,-16.557308,19.537144
-0.148043,0.518458,-0.619089,4.682026,-16.498807,19.486425
-0.147738,0.518964,-0.620241,4.672045,-16.511757,19.521690
-0.147775,0.521210,-0.620988,4.672997,-16.593437,19.552236
-0.148001,0.515634,-0.616223,4.681236,-16.406143,19.391286
-0.148741,0.513930,-0.615058,4.705880,-16.342228,19.347733
-0.148132,0.516612,-0.616908,4.685383,-16.434874,19.411399
-0.148962,0.520584,-0.619303,4.713869,-16.572056,19.493166
-0.147657,0.517576,-0.618529,4.668876,-16.471483,19.469028
-0.148230,0.515870,-0.616931,4.689047,-16.409862,19.412156
-0.146961,0.519546,-0.620789,4.645026,-16.538787,19.547044
-0.148198,0.516609,-0.617064,4.687398,-16.436061,19.417652
-0.147998,0.517494,-0.617730,4.681067,-16.464366,19.437843
-0.148013,0.513765,-0.615141,4.681169,-16.338887,19.352298
-0.148110,0.518057,-0.619284,4.684745,-16.481941,19.490044
-0.148462,0.518653,-0.619279,4.696278,-16.502460,19.490967
-0.148216,0.516490,-0.616682,4.688278,-16.432061,19.404390
-0.147637,0.518260,-0.619753,4.668490,-16.491308,19.508446
-0.148063,0.516156,-0.617879,4.682417,-16.415149,19.441823
-0.149452,0.518244,-0.616657,4.730725,-16.491735,19.403116
-0.148227,0.515644,-0.615172,4.688734,-16.407680,19.356315
-0.149062,0.519276,-0.619010,4.716925,-16.522562,19.480068
-0.147919,0.515971,-0.617516,4.677943,-16.412740,19.431886
-0.148507,0.517278,-0.617763,4.697675,-16.457033,19.440228
-0.147661,0.519897,-0.621345,4.669571,-16.542469,19.558223
-0.148404,0.514335,-0.615396,4.694557,-16.358156,19.361166
-0.148256,0.512669,-0.614872,4.688994,-16.294688,19.337734
-0.149187,0.514075,-0.614318,4.720761,-16.348118,19.323457
-0.147941,0.515469,-0.616940,4.678478,-16.391416,19.409345
-0.147894,0.519005,-0.619960,4.677390,-16.517153,19.515733
-0.147830,0.515805,-0.617261,4.674750,-16.407082,19.423607
-0.148561,0.515169,-0.616649,4.700077,-16.384896,19.401545
-0.148308,0.518783,-0.619030,4.691448,-16.508260,19.482854
-0.148642,0.518530,-0.618404,4.702253,-16.502684,19.464084
-0.148123,0.517636,-0.618220,4.685488,-16.467516,19.453063
-0.147990,0.518678,-0.619074,4.680124,-16.504832,19.485326
-0.148328,0.514247,-0.614547,4.692340,-16.360659,19.335733
-0.148608,0.512597,-0.613768,4.701142,-16.298008,19.305064
-0.147905,0.515891,-0.616443,4.677568,-16.409696,19.395385
-0.148125,0.515540,-0.616365,4.685008,-16.403609,19.396557
-0.147488,0.515874,-0.617604,4.663117,-16.411776,19.436618
-0.148029,0.516668,-0.617788,4.681921,-16.436587,19.441364
-0.147476,0.519047,-0.619917,4.662785,-16.519966,19.515546
-0.148736,0.514823,-0.614669,4.705650,-16.376941,19.337551
-0.147998,0.516211,-0.617107,4.680799,-16.421980,19.417812
-0.147903,0.512626,-0.614255,4.677228,-16.300462,19.322428
-0.147731,0.518513,-0.621197,4.671822,-16.493551,19.552123
-0.148718,0.516804,-0.618456,4.704647,-16.437018,19.461767
-0.147971,0.518994,-0.618251,4.680357,-16.518191,19.457484
-0.147044,0.520278,-0.622255,4.648042,-16.559037,19.593155
-0.147676,0.516743,-0.618274,4.669213,-16.436541,19.456624
-0.149364,0.517455,-0.616417,4.727176,-16.463713,19.394515
-0.147974,0.518473,-0.618057,4.680318,-16.502821,19.452812
-0.148981,0.520029,-0.619898,4.714018,-16.545534,19.508102
-0.147698,0.512325,-0.614779,4.670607,-16.289593,19.339267
-0.148828,0.514462,-0.615086,4.708594,-16.365591,19.352408
-0.148653,0.519734,-0.620259,4.703193,-16.535756,19.520518
-0.148481,0.513704,-0.614530,4.697129,-16.337562,19.332589
-0.148391,0.516255,-0.616932,4.693961,-16.420855,19.410601
-0.149636,0.513884,-0.613832,4.736076,-16.341434,19.306704
-0.147793,0.515627,-0.617045,4.673426,-16.397773,19.413659
-0.147758,0.522275,-0.622845,4.672939,-16.627227,19.612422
-0.147986,0.514912,-0.617082,4.680203,-16.373028,19.414641
-0.148359,0.516791,-0.618042,4.693008,-16.440740,19.449740
-0.148506,0.519647,-0.619288,4.698188,-16.539764,19.493702
-0.148596,0.518219,-0.618785,4.700540,-16.489973,19.475869
-0.148017,0.518162,-0.619309,4.681367,-16.484374,19.490179
-0.147882,0.516574,-0.617608,4.676523,-16.434190,19.436059
-0.148743,0.512931,-0.613091,4.706476,-16.316653,19.286671
-0.148571,0.513825,-0.614324,4.700121,-16.339749,19.323377
-0.147863,0.515981,-0.617294,4.675992,-16.412611,19.424101
-0.147333,0.516763,-0.618070,4.658284,-16.442224,19.452065
-0.147511,0.515288,-0.617032,4.663850,-16.390916,19.416804
-0.148478,0.515310,-0.615965,4.697263,-16.391061,19.379778
-0.147448,0.519252,-0.619592,4.661609,-16.526919,19.504668
-0.148084,0.514518,-0.614895,4.683911,-16.368447,19.346308
-0.148171,0.516944,-0.617846,4.686679,-16.445255,19.442024
-0.147790,0.515311,-0.616656,4.673603,-16.392002,19.403815
-0.147735,0.518360,-0.620561,4.671993,-16.490679,19.532547
-0.148752,0.516345,-0.617179,4.705179,-16.422797,19.419601
-0.147979,0.517574,-0.617608,4.680335,-16.467989,19.434773
-0.147140,0.519510,-0.621431,4.651327,-16.532629,19.564617
-0.147435,0.518751,-0.620220,4.661140,-16.507642,19.524962
-0.149199,0.516807,-0.615922,4.721410,-16.442516,19.378620
-0.147600,0.519285,-0.620268,4.666986,-16.524231,19.524197
-0.149320,0.516704,-0.615720,4.725430,-16.438552,19.371185
-0.149006,0.510436,-0.610996,4.715196,-16.226484,19.211114
-0.148061,0.516125,-0.617801,4.682402,-16.419031,19.442862
-0.148239,0.520973,-0.619813,4.689501,-16.585115,19.510183
-0.148066,0.513938,-0.615273,4.682877,-16.345521,19.357776
-0.148000,0.516665,-0.618314,4.680598,-16.430431,19.454280
-0.148859,0.512774,-0.614093,4.709855,-16.302820,19.315149
-0.148048,0.517443,-0.618111,4.682043,-16.459222,19.449355
-0.147689,0.520387,-0.621387,4.670347,-16.561611,19.561941
-0.147951,0.512617,-0.615023,4.679171,-16.296915,19.346392
-0.149015,0.517748,-0.618044,4.715143,-16.471803,19.448260
-0.148495,0.518678,-0.618590,4.697570,-16.505151,19.468445
-0.148543,0.518181,-0.618630,4.698856,-16.488713,19.470395
-0.147845,0.519084,-0.619916,4.675405,-16.516783,19.511469
-0.149034,0.511427,-0.613012,4.715766,-16.254460,19.276165
-0.148205,0.513509,-0.614184,4.688287,-16.336621,19.323744
-0.148178,0.514517,-0.615853,4.686661,-16.361456,19.374041
-0.147362,0.519597,-0.620761,4.658961,-16.536073,19.542192
-0.146900,0.517522,-0.619376,4.643549,-16.466377,19.495035
-0.147946,0.513667,-0.615249,4.678551,-16.337147,19.357584
-0.148848,0.516665,-0.616560,4.709823,-16.439417,19.401675
-0.147215,0.519903,-0.620629,4.653385,-16.548984,19.540361
-0.147836,0.516247,-0.616836,4.675364,-16.425751,19.411202
-0.147628,0.517135,-0.619257,4.667924,-16.449844,19.488988
-0.146512,0.519643,-0.621563,4.630147,-16.538539,19.569846
-0.148029,0.517192,-0.619416,4.682217,-16.450783,19.493575
-0.148639,0.516718,-0.616926,4.701633,-16.438845,19.413503
-0.148401,0.517487,-0.616550,4.694942,-16.464786,19.398063
-0.146738,0.518556,-0.621353,4.637756,-16.501305,19.562718
-0.147740,0.520040,-0.620915,4.671565,-16.550627,19.547202
-0.148500,0.516619,-0.616733,4.697639,-16.436584,19.406712
-0.147916,0.518836,-0.619600,4.677830,-16.509356,19.501734
-0.148794,0.517276,-0.617758,4.707433,-16.455609,19.438880
-0.148464,0.515322,-0.616514,4.696890,-16.388818,19.395911
-0.147814,0.516650,-0.618926,4.673990,-16.432905,19.478019
-0.147394,0.519688,-0.620658,4.660062,-16.537556,19.537087
-0.147965,0.518836,-0.619031,4.679218,-16.513740,19.486899
-0.148178,0.516510,-0.617877,4.686692,-16.427405,19.441223
-0.149161,0.514692,-0.615046,4.720306,-16.367847,19.346867
-0.148428,0.516123,-0.616572,4.694987,-16.411230,19.394549
-0.147848,0.522760,-0.623419,4.675853,-16.642946,19.631417
-0.147924,0.514493,-0.616709,4.677691,-16.362199,19.405254
-0.148788,0.520931,-0.620657,4.707844,-16.580544,19.536580
-0.148794,0.517371,-0.617366,4.707634,-16.456911,19.423846
-0.148364,0.516300,-0.617380,4.692909,-16.423953,19.427488
-0.148147,0.519268,-0.619809,4.685604,-16.521792,19.506624
-0.148424,0.512873,-0.615039,4.694915,-16.304314,19.345822
-0.147892,0.516627,-0.617782,4.677365,-16.436229,19.441339
-0.148024,0.515293,-0.616516,4.681361,-16.389111,19.397844
-0.147155,0.521355,-0.622855,4.651905,-16.594716,19.612442
-0.147441,0.516881,-0.618474,4.661827,-16.443815,19.464120
-0.147219,0.514993,-0.617070,4.654199,-16.382630,19.419149
-0.149302,0.513995,-0.614002,4.725036,-16.347649,19.314234
-0.147753,0.518336,-0.618807,4.672029,-16.495114,19.477378
-0.147429,0.516132,-0.616991,4.661740,-16.422588,19.416770
-0.147562,0.513913,-0.616946,4.665570,-16.339219,19.410157
-0.146944,0.519378,-0.620861,4.644832,-16.529334,19.545856
-0.147832,0.517747,-0.619672,4.675603,-16.468724,19.501156
-0.148695,0.517533,-0.617850,4.703705,-16.465379,19.443871
-0.148696,0.516277,-0.615161,4.704863,-16.424734,19.352060
-0.147909,0.518080,-0.619480,4.677659,-16.482731,19.497071
-0.147688,0.520983,-0.622499,4.669292,-16.578059,19.598043
-0.148376,0.515549,-0.615412,4.693247,-16.402210,19.363359
-0.148074,0.518855,-0.619667,4.683026,-16.508548,19.503273
-0.148873,0.517382,-0.617732,4.709992,-16.459270,19.438088
-0.148775,0.515335,-0.616370,4.707298,-16.389025,19.390838
-0.147549,0.518436,-0.620588,4.664922,-16.494042,19.534603
-0.148042,0.518081,-0.618660,4.681872,-16.484147,19.470532
-0.147609,0.518578,-0.619782,4.667337,-16.503352,19.510901
-0.148405,0.513445,-0.616063,4.694259,-16.323955,19.380434
-0.148834,0.518923,-0.618906,4.708879,-16.507698,19.474822
-0.148210,0.516169,-0.617652,4.687395,-16.413863,19.432372
-0.147812,0.522835,-0.622675,4.674452,-16.647386,19.607713
-0.148430,0.513644,-0.615007,4.695252,-16.333592,19.346806
-0.148832,0.517156,-0.617659,4.709049,-16.450760,19.434227
-0.148504,0.518089,-0.618460,4.697749,-16.481599,19.461274
-0.148332,0.514931,-0.617411,4.691790,-16.375990,19.427710
-0.148348,0.518445,-0.618879,4.692895,-16.495773,19.476331
-0.148588,0.511759,-0.614444,4.700464,-16.263874,19.323727
-0.147488,0.517524,-0.618785,4.663922,-16.466652,19.474958
-0.147924,0.514942,-0.615833,4.678079,-16.377219,19.374869
-0.147024,0.521181,-0.622846,4.647326,-16.588670,19.612133
-0.147334,0.517451,-0.619132,4.658302,-16.462976,19.486184
